educ,ne,nc,west,south,exper,motheduc,fatheduc,brkhme14,sibs,urban,ne18,nc18,south18,west18,urban18,tuit17,tuit18,lwage,expersq
15,0,0,0,1,10,14,11,0,2,1,0,0,1,0,1,7.520245,7.520245,2.802047,100
15,0,0,0,1,5,12,18,0,2,1,0,0,1,0,1,6.4429,6.633571,2.250075,25
13,0,0,0,1,13,14,9,0,2,1,0,0,1,0,1,7.520245,7.520245,2.701619,169
15,0,0,0,1,7,12,12,0,2,1,0,0,1,0,1,7.128922,6.611647,1.746022,49
8,0,0,0,1,14,10,12,1,5,1,0,0,1,0,1,6.611647,6.4429,1.464857,196
12,0,0,1,0,11,12,13,0,4,1,0,0,0,1,1,7.597932,7.597932,2.956511,121
11,0,0,0,1,15,11,11,0,3,0,0,0,1,0,1,7.833584,7.833584,2.111965,225
13,0,0,0,1,9,13,12,1,2,1,0,0,1,0,1,7.597932,7.35546,2.100845,81
9,0,0,0,1,11,12,12,0,1,1,0,0,1,0,1,6.922371,7.141676,0.465215,121
9,0,0,0,1,16,12,12,1,2,1,0,0,1,0,1,7.833584,7.833584,2.775928,256
12,0,0,0,1,12,12,12,0,5,1,0,0,1,0,1,7.833584,7.833584,2.087474,144
11,0,0,0,1,13,12,12,0,2,1,0,0,1,0,1,7.833584,7.833584,2.214117,169
13,0,0,0,1,10,12,12,1,4,1,0,0,1,0,1,7.833584,7.597932,2.404249,100
15,0,0,0,1,12,11,11,1,4,1,0,0,1,0,0,5.849079,5.849079,2.528606,144
15,0,0,0,1,5,14,17,0,1,1,0,0,1,0,1,5.618809,5.292743,2.481821,25
8,0,0,0,1,19,6,3,0,1,0,0,0,1,0,0,4.240583,4.240583,1.917323,361
13,0,0,0,1,14,11,11,0,2,0,0,0,1,0,0,4.240583,4.240583,2.733368,196
12,0,0,0,1,12,8,14,0,5,1,0,0,1,0,1,4.240583,4.240583,2.203645,144
15,0,0,1,0,11,12,8,0,3,1,0,0,1,0,0,4.240583,4.240583,3.332605,121
12,0,0,0,1,13,8,0,0,0,0,0,0,1,0,1,4.240583,4.240583,1.277095,169
8,0,0,0,1,19,6,9,1,2,0,0,1,0,0,1,4.240583,4.240583,1.947604,361
11,0,0,0,1,16,11,4,0,2,0,0,0,1,0,0,4.240583,4.240583,0.60148,256
9,0,0,0,1,16,9,3,0,4,0,0,0,1,0,1,4.240583,4.240583,1.752539,256
12,0,0,0,1,14,10,12,0,3,1,0,0,1,0,1,4.240583,4.240583,2.665979,196
12,0,0,0,1,10,11,12,0,3,1,0,0,1,0,1,5.628096,4.958737,2.398729,100
12,0,0,0,1,9,11,12,0,2,1,0,0,1,0,1,5.292743,6.153614,1.526476,81
12,0,0,0,1,9,12,12,0,1,0,0,0,1,0,1,4.958737,5.618809,2.196156,81
12,0,0,0,1,16,12,12,0,3,1,0,0,1,0,1,4.240583,4.240583,2.358675,256
13,0,0,0,1,11,12,12,0,3,1,0,0,1,0,1,4.240583,4.240583,2.82298,121
14,0,1,0,0,12,12,12,0,1,1,0,0,1,0,1,4.240583,4.240583,3.140233,144
15,0,0,0,1,6,14,20,1,8,1,0,0,1,0,1,4.958737,5.618809,2.851151,36
15,1,0,0,0,9,12,16,0,7,1,1,0,0,0,0,4.240583,4.240583,2.007586,81
15,0,0,0,1,8,12,16,0,7,0,0,0,1,0,1,4.240583,5.628096,2.595079,64
12,0,0,0,1,12,11,11,0,3,1,0,0,1,0,1,4.240583,5.628096,1.734311,144
12,0,0,0,1,14,12,16,0,3,0,0,0,1,0,0,4.240583,4.240583,2.419119,196
12,0,0,0,1,9,12,10,0,1,1,0,0,1,0,1,5.618809,5.292743,2.396194,81
12,0,0,0,1,15,8,8,0,7,1,0,0,1,0,1,4.240583,4.240583,2.525729,225
9,0,0,0,1,11,9,12,0,4,1,0,0,1,0,1,3.895709,7.720351,1.453683,121
12,0,0,0,1,10,12,14,0,2,0,0,0,1,0,1,4.13228,3.895709,1.684095,100
15,0,0,0,1,12,10,20,0,3,1,0,0,1,0,1,2.088957,2.088957,2.783043,144
15,0,0,0,1,9,10,20,0,3,1,0,0,1,0,1,2.088957,2.088957,2.853151,81
10,0,0,0,1,13,6,4,1,5,1,0,0,1,0,1,2.088957,2.251239,0.023257,169
10,0,0,0,1,17,10,10,0,1,1,0,1,0,0,0,2.088957,2.088957,2.124847,289
12,0,0,0,1,15,12,7,0,3,1,0,0,1,0,1,2.088957,2.088957,2.120264,225
17,0,0,0,1,6,13,17,0,2,1,0,0,1,0,1,2.088957,2.251239,2.225483,36
13,0,0,0,1,15,12,10,0,1,1,0,0,1,0,0,5.556623,5.556623,2.995732,225
15,0,0,0,1,9,12,12,1,1,1,0,0,1,0,0,5.556623,5.556623,2.698635,81
12,0,0,0,1,13,6,9,0,1,0,0,0,1,0,1,5.556623,5.556623,3.47019,169
16,0,0,0,1,6,16,16,0,3,1,0,0,1,0,1,6.859587,7.41683,2.872925,36
12,0,0,0,1,13,12,19,0,3,1,0,0,1,0,1,5.556623,5.556623,1.542186,169
13,0,0,0,1,7,14,16,0,3,0,0,0,1,0,1,7.41683,6.986423,2.87855,49
17,0,0,0,1,9,13,12,0,1,1,0,0,1,0,1,5.556623,5.556623,1.936785,81
11,0,0,0,1,11,12,11,0,2,0,0,0,1,0,1,5.703138,6.859587,2.417248,121
13,0,1,0,0,14,12,16,1,9,1,0,0,1,0,1,5.556623,5.556623,1.880372,196
11,0,0,1,0,14,12,13,1,5,1,0,0,0,1,1,7.520245,7.520245,1.764039,196
12,0,0,0,1,13,12,14,0,4,1,0,0,0,1,1,6.057975,6.057975,2.630272,169
14,0,1,0,0,10,12,14,0,4,1,0,0,0,1,1,7.520245,7.297766,2.169054,100
12,0,0,1,0,10,12,14,0,4,0,0,0,0,1,1,9.372014,9.454586,2.546971,100
12,0,0,1,0,10,12,14,0,3,1,0,0,0,1,1,7.297766,9.372014,1.652345,100
18,0,0,1,0,7,15,8,0,6,1,0,0,0,1,0,6.893555,6.893555,2.858261,49
17,0,0,1,0,4,13,14,0,2,1,0,0,0,1,1,9.372014,9.454586,2.253314,16
15,0,0,1,0,8,12,15,0,3,1,0,0,0,1,1,7.297766,9.372014,2.623367,64
10,0,0,1,0,12,12,12,0,3,1,0,0,0,1,1,9.372014,9.454586,2.793993,144
12,0,0,1,0,11,11,11,0,3,1,0,0,0,1,1,5.953526,5.834462,2.564949,121
12,0,0,1,0,9,11,11,0,3,1,0,0,0,1,1,5.140558,5.513926,2.371578,81
12,0,0,1,0,15,12,10,1,7,1,0,0,0,1,1,5.953526,5.953526,3.329109,225
12,0,0,1,0,8,12,12,0,2,1,0,0,0,1,1,5.513926,5.123376,3.088823,64
12,0,1,0,0,11,12,12,0,3,0,0,0,0,1,1,5.953526,5.834462,1.760261,121
13,0,0,1,0,7,12,12,0,3,1,0,0,0,1,1,5.513926,5.123376,1.771957,49
12,0,0,1,0,11,12,12,0,5,1,0,0,0,1,1,5.834462,5.05791,2.198501,121
16,0,0,1,0,8,12,8,0,4,1,0,0,0,1,1,5.953526,5.834462,4.126448,64
15,0,0,1,0,12,12,12,0,4,1,0,0,0,1,1,5.953526,5.953526,4.000216,144
16,0,0,1,0,10,14,18,0,2,1,0,0,0,1,1,6.392202,6.392202,2.956511,100
15,0,0,1,0,6,16,14,0,3,1,0,0,0,1,1,5.140558,5.513926,2.733368,36
9,0,0,1,0,11,16,14,0,3,1,0,0,0,1,1,5.513926,5.123376,2.008259,121
14,0,0,1,0,7,12,12,0,3,1,0,0,0,1,1,5.513926,5.123376,2.160934,49
16,0,0,1,0,5,12,16,0,3,1,0,0,0,1,1,5.140558,5.513926,2.892912,25
12,0,0,1,0,10,12,12,0,6,1,0,0,0,1,1,5.140558,5.513926,2.152433,100
12,0,0,1,0,10,12,12,0,6,1,0,0,0,1,1,5.140558,5.513926,2.485532,100
12,0,0,1,0,10,16,16,0,1,1,0,0,0,1,1,5.834462,5.140558,2.448437,100
15,0,0,1,0,12,12,14,0,3,1,0,0,0,1,1,0,0,3.506558,144
10,0,0,1,0,10,12,12,1,3,1,0,0,0,1,1,0.410241,0.410241,2.668829,100
16,0,0,1,0,5,18,18,0,1,1,0,0,0,1,1,0.410241,0.410241,2.965637,25
12,0,0,1,0,10,12,8,0,3,1,0,0,0,1,1,0,0.410241,2.273448,100
11,0,0,1,0,11,13,13,0,5,1,0,0,0,1,1,0,0.410241,2.76414,121
15,0,0,1,0,7,18,14,1,2,1,0,0,0,1,1,0,0.410241,2.742937,49
13,0,0,1,0,10,12,12,0,1,1,0,0,0,1,1,0,0,2.567202,100
12,0,0,1,0,12,12,12,0,1,0,0,0,0,1,1,0,0,2.312155,144
15,0,0,1,0,11,17,20,0,3,1,0,0,0,1,1,0,0,2.539363,121
15,1,0,0,0,11,16,16,1,3,1,0,0,0,1,1,0,0,2.184802,121
12,0,0,1,0,9,12,12,0,4,1,0,0,0,1,1,0,0.410241,2.407946,81
10,0,0,1,0,13,12,12,0,3,1,0,0,0,1,1,0,0,1.443923,169
13,0,0,1,0,11,14,12,0,3,1,0,0,0,1,1,0,0,3.020146,121
18,0,0,1,0,9,15,16,0,5,1,1,0,0,0,1,0,0,2.733368,81
12,0,0,1,0,9,13,20,0,2,1,0,0,0,1,1,0,0.410241,2.457778,81
8,0,0,1,0,12,12,12,0,2,1,0,0,0,1,1,8.62873,8.62873,1.480454,144
10,0,0,0,1,11,12,10,1,2,1,0,0,0,1,1,7.297766,7.297766,0.708261,121
12,0,0,1,0,10,14,20,0,3,1,0,0,0,1,1,0,0,1.905488,100
14,0,0,1,0,12,11,11,0,0,1,0,0,0,1,1,0,0,3.361977,144
12,0,0,1,0,13,12,14,1,5,1,0,0,0,1,1,0,0,0.49722,169
12,0,0,1,0,8,12,12,0,2,1,0,0,0,1,1,0.410241,0.410241,2.481068,64
12,0,0,0,1,11,13,15,0,1,0,0,0,0,1,1,0,0,1.588819,121
12,0,0,1,0,11,12,12,0,1,1,0,0,0,1,1,0,0,2.771108,121
12,0,0,1,0,11,12,14,1,3,1,0,0,0,1,1,0,7.720351,1.461018,121
12,0,0,1,0,9,12,16,0,5,1,0,0,0,1,1,0.410241,0.410241,1.564199,81
12,0,0,1,0,12,12,12,0,2,1,0,0,0,1,1,0,0,2.224912,144
16,0,0,1,0,11,14,16,0,1,1,0,0,0,1,1,0,0,3.091161,121
18,0,0,1,0,9,16,16,0,3,1,0,0,0,1,1,10.06877,10.06877,4.025352,81
16,0,0,1,0,5,12,13,1,2,1,0,0,0,1,1,0.410241,0.410241,2.197225,25
12,0,0,1,0,15,18,20,0,5,1,0,0,0,1,1,0,0,2.158004,225
12,1,0,0,0,14,12,12,0,5,0,1,0,0,0,1,12.38751,12.38751,2.462586,196
12,1,0,0,0,10,10,12,0,1,0,1,0,0,0,1,12.36305,11.96709,2.212029,100
12,1,0,0,0,9,8,8,0,3,0,1,0,0,0,1,11.96709,12.39135,1.752539,81
12,1,0,0,0,11,12,12,0,2,0,1,0,0,0,1,12.38751,12.36305,2.455985,121
12,1,0,0,0,12,8,9,1,3,0,1,0,0,0,1,12.38751,12.38751,1.268876,144
12,1,0,0,0,10,8,9,1,3,0,1,0,0,0,1,12.36305,11.96709,1.665527,100
12,1,0,0,0,9,8,9,1,3,0,1,0,0,0,1,11.96709,12.39135,1.764144,81
12,1,0,0,0,12,12,12,1,2,0,1,0,0,0,1,12.38751,12.38751,1.94591,144
13,1,0,0,0,9,12,14,0,3,0,1,0,0,0,1,12.36305,11.96709,2.2591,81
13,1,0,0,0,12,12,12,0,1,0,1,0,0,0,1,12.38751,12.38751,2.838728,144
12,1,0,0,0,14,10,9,0,3,0,1,0,0,0,1,12.38751,12.38751,2.040221,196
12,1,0,0,0,14,11,11,0,2,0,1,0,0,0,0,12.38751,12.38751,2.599837,196
12,1,0,0,0,14,12,12,1,2,0,1,0,0,0,0,11.15503,11.15503,2.913494,196
18,0,0,0,1,9,16,16,0,2,0,1,0,0,0,0,11.15503,11.15503,2.083378,81
12,1,0,0,0,12,12,12,0,2,0,1,0,0,0,0,11.15503,11.15503,2.884638,144
12,1,0,0,0,13,12,12,0,3,1,1,0,0,0,1,11.15503,11.15503,2.486508,169
13,1,0,0,0,12,13,13,0,5,1,1,0,0,0,0,11.15503,11.15503,2.486508,144
12,1,0,0,0,15,12,17,0,5,1,1,0,0,0,1,11.15503,11.15503,2.695628,225
12,1,0,0,0,15,12,8,1,3,0,1,0,0,0,1,11.15503,11.15503,2.36361,225
12,0,1,0,0,9,12,12,0,4,1,0,1,0,0,1,9.349703,10.44435,2.189256,81
12,0,1,0,0,10,12,12,0,2,1,0,1,0,0,1,8.826549,9.349703,2.104672,100
13,0,1,0,0,7,12,12,0,2,1,0,1,0,0,1,9.349703,10.44435,2.522145,49
12,0,1,0,0,15,12,10,0,2,1,0,1,0,0,0,9.692757,9.692757,2.77419,225
12,0,1,0,0,12,12,12,0,3,1,0,1,0,0,0,9.692757,9.692757,1.591089,144
12,0,1,0,0,13,17,17,0,1,1,0,1,0,0,0,9.692757,9.692757,1.321756,169
9,0,0,1,0,13,12,4,1,4,1,0,1,0,0,1,9.417682,8.826549,1.526016,169
12,0,1,0,0,9,12,3,1,4,1,0,1,0,0,1,8.826549,9.349703,2.147863,81
12,0,1,0,0,15,9,12,0,2,1,0,0,1,0,1,9.692757,9.692757,1.386294,225
12,0,1,0,0,12,12,12,1,6,0,0,1,0,0,1,9.692757,9.692757,2.19684,144
11,0,1,0,0,11,12,12,0,7,1,0,1,0,0,1,8.826549,9.349703,1.756499,121
15,0,1,0,0,7,16,12,0,2,1,0,1,0,0,1,9.417682,8.826549,2.638058,49
14,0,1,0,0,9,12,12,0,0,1,0,1,0,0,1,9.417682,8.826549,2.4317,81
18,0,0,1,0,9,16,18,0,1,1,0,1,0,0,1,9.692757,9.692757,3.110021,81
12,0,1,0,0,12,12,14,0,3,1,0,1,0,0,1,9.692757,9.692757,2.080442,144
12,0,1,0,0,8,7,8,1,5,1,0,1,0,0,1,10.44435,10.25602,1.496109,64
12,0,1,0,0,12,12,9,0,3,1,0,1,0,0,1,9.692757,9.692757,2.09631,144
12,0,1,0,0,8,12,11,0,3,1,0,1,0,0,1,9.349703,10.44435,2.0333,64
12,0,1,0,0,8,12,12,0,2,1,0,1,0,0,1,9.349703,10.44435,2.184802,64
15,0,1,0,0,10,17,20,0,1,1,0,1,0,0,1,9.692757,9.692757,2.670848,100
12,0,1,0,0,12,11,11,0,6,1,0,0,0,1,1,9.692757,9.692757,1.910543,144
11,0,1,0,0,10,12,14,1,2,1,0,1,0,0,1,8.826549,9.349703,1.684945,100
12,0,1,0,0,8,12,15,1,2,1,0,1,0,0,1,9.349703,10.44435,1.79306,64
12,0,0,0,1,9,12,12,0,1,1,0,1,0,0,1,8.826549,9.349703,2.262995,81
17,0,1,0,0,6,13,17,0,1,1,0,1,0,0,1,9.417682,8.826549,3.096273,36
14,0,1,0,0,9,12,12,0,5,1,0,1,0,0,1,9.417682,8.826549,2.009916,81
17,0,1,0,0,10,6,13,0,11,0,0,1,0,0,0,9.692757,9.692757,2.44772,100
12,0,1,0,0,8,13,8,1,4,0,0,1,0,0,1,10.44435,10.25602,2.158004,64
16,0,0,1,0,9,10,12,0,4,1,0,1,0,0,0,9.692757,9.692757,2.733368,81
12,0,1,0,0,14,12,12,0,3,0,0,1,0,0,1,10.34033,10.34033,2.527514,196
16,0,1,0,0,8,12,12,0,2,1,0,1,0,0,1,10.34033,10.34033,3.756088,64
12,0,1,0,0,15,10,12,0,6,0,0,1,0,0,1,10.34033,10.34033,3.025208,225
12,0,1,0,0,14,11,11,0,8,0,0,1,0,0,1,10.34033,10.34033,1.625186,196
12,0,1,0,0,14,12,12,0,6,0,0,1,0,0,1,10.34033,10.34033,2.002677,196
11,0,1,0,0,13,12,12,0,6,0,0,1,0,0,1,10.34033,9.755371,2.513461,169
12,0,1,0,0,15,12,12,0,4,0,0,1,0,0,1,10.34033,10.34033,3.010064,225
15,0,1,0,0,12,12,12,0,4,1,0,1,0,0,1,10.34033,10.34033,2.785064,144
12,0,1,0,0,13,12,12,0,4,0,0,1,0,0,1,10.34033,10.34033,2.612644,169
12,0,1,0,0,15,12,10,0,3,0,0,1,0,0,1,10.34033,10.34033,2.460657,225
12,0,1,0,0,14,12,12,0,1,0,0,1,0,0,1,10.34033,10.34033,2.288057,196
11,0,0,0,1,14,10,10,0,2,0,0,0,1,0,1,5.932637,5.932637,2.044278,196
12,0,0,0,1,15,12,12,0,2,0,0,0,1,0,1,5.932637,5.932637,2.358675,225
11,0,0,0,1,16,11,6,0,4,0,0,0,1,0,1,5.932637,5.932637,1.832582,256
12,0,0,0,1,14,12,10,0,0,0,0,0,1,0,1,5.932637,5.932637,3.358138,196
15,0,0,0,1,9,14,14,0,2,0,0,0,1,0,1,5.932637,5.932637,2.178532,81
12,0,0,0,1,12,12,11,0,0,0,0,0,1,0,0,2.444079,2.444079,2.263364,144
13,0,0,0,1,12,12,12,1,2,1,0,0,1,0,0,2.444079,2.444079,2.760767,144
12,0,0,0,1,15,10,11,0,1,0,0,0,1,0,1,2.444079,2.444079,2.027074,225
8,0,0,0,1,19,12,6,0,2,0,0,0,1,0,1,2.444079,2.444079,1.832582,361
12,0,0,0,1,12,14,9,0,2,0,0,0,1,0,1,2.444079,2.444079,1.881109,144
16,0,0,0,1,11,12,10,0,1,1,0,0,1,0,0,2.444079,2.444079,3.122497,121
15,0,0,0,1,12,12,18,0,2,1,0,0,1,0,0,2.444079,2.444079,1.942183,144
12,0,0,0,1,13,15,12,0,1,0,0,0,1,0,1,2.444079,2.444079,2.185403,169
15,0,0,0,1,12,18,16,0,3,1,0,0,1,0,1,7.520245,7.520245,2.618765,144
16,0,0,0,1,10,16,16,0,5,1,0,0,1,0,0,7.833584,7.833584,3.199458,100
16,0,0,0,1,7,16,16,0,5,1,0,0,1,0,1,7.833584,7.597932,2.909064,49
12,0,0,0,1,15,12,12,0,3,1,0,0,1,0,1,7.833584,7.833584,0.630038,225
9,0,0,0,1,14,9,9,0,5,1,0,0,1,0,1,7.597932,7.35546,2.403126,196
14,0,0,0,1,12,12,12,0,2,1,0,0,1,0,1,7.833584,7.833584,2.995732,144
12,0,0,0,1,16,10,9,0,1,0,0,0,1,0,1,8.355827,8.355827,2.542785,256
9,0,0,0,1,12,8,8,0,6,1,0,0,1,0,1,7.35546,6.922371,1.691149,144
9,0,0,0,1,16,15,13,1,5,1,0,0,1,0,1,7.833584,7.833584,2.411726,256
9,0,0,0,1,15,10,12,0,2,0,0,0,1,0,1,7.582914,7.260242,2.079442,225
14,0,0,0,1,12,10,12,0,3,1,0,0,1,0,1,7.833584,7.833584,2.457778,144
14,0,0,0,1,8,12,12,0,1,1,0,0,1,0,1,7.597932,7.35546,2.641326,64
15,0,0,0,1,10,16,13,1,3,1,0,1,0,0,1,7.833584,7.833584,1.906689,100
10,0,0,0,1,14,9,7,0,4,1,0,0,1,0,0,7.833584,7.833584,2.698383,196
12,0,0,0,1,15,12,10,0,1,1,0,0,1,0,1,7.833584,7.833584,2.162823,225
12,0,0,0,1,12,12,12,0,3,0,0,0,1,0,1,7.833584,7.597932,2.668829,144
12,0,0,0,1,10,12,12,0,1,1,0,0,1,0,1,7.597932,7.35546,2.911851,100
10,0,0,0,1,12,12,12,1,3,1,0,0,1,0,1,7.597932,7.35546,2.400828,144
12,0,0,1,0,8,12,10,0,1,1,0,0,0,1,1,0.410241,0.410241,2.34842,64
12,0,0,1,0,10,11,12,0,3,1,0,0,0,1,1,0,0.410241,2.358675,100
12,0,0,1,0,8,11,12,0,3,1,0,0,0,1,1,0.410241,0.410241,2.319556,64
11,0,0,0,1,13,12,12,1,3,1,0,0,1,0,1,0,5.272789,1.430455,169
10,0,0,0,1,13,12,12,1,3,1,0,0,0,1,1,4.13228,4.13228,0.872274,169
12,0,0,1,0,15,12,12,0,3,1,0,0,0,1,1,0,0,2.228477,225
12,1,0,0,0,10,12,10,0,1,1,0,0,0,1,1,0,0.410241,2.54312,100
12,0,0,1,0,16,12,12,0,2,1,0,0,0,1,1,0,0,2.54363,256
12,0,0,1,0,14,16,12,0,5,1,0,0,0,1,1,0,0,2.76414,196
12,0,0,0,1,11,12,15,1,2,0,0,0,0,1,1,0,1.651336,2.757959,121
13,0,0,1,0,15,12,12,1,3,1,0,0,0,1,1,0,0,2.558769,225
12,0,1,0,0,14,12,9,0,5,0,0,1,0,0,0,10.34033,10.34033,1.589628,196
20,1,0,0,0,4,16,18,0,2,1,1,0,0,0,0,10.34033,10.34033,3.074295,16
12,0,1,0,0,13,12,12,1,2,1,0,1,0,0,1,10.34033,10.34033,2.343407,169
12,0,1,0,0,15,12,12,0,2,0,0,1,0,0,0,10.34033,10.34033,2.058963,225
12,0,1,0,0,13,12,6,0,3,0,0,1,0,0,0,10.34033,10.34033,1.535723,169
14,0,0,1,0,13,14,12,0,4,1,0,1,0,0,0,10.34033,10.34033,2.492939,169
12,0,1,0,0,12,15,13,0,4,0,0,1,0,0,0,10.34033,10.34033,2.177716,144
13,0,1,0,0,13,12,12,0,4,1,0,1,0,0,1,11.28037,11.28037,2.187027,169
16,0,1,0,0,8,12,12,0,4,0,0,1,0,0,1,14.16312,14.16312,2.35683,64
8,0,1,0,0,18,12,15,1,4,0,0,0,0,1,1,14.16312,14.16312,1.746136,324
12,0,1,0,0,15,12,12,0,1,0,0,1,0,0,0,14.16312,14.16312,1.779337,225
12,0,1,0,0,12,10,12,0,2,0,0,1,0,0,0,14.16312,14.16312,1.829745,144
13,0,1,0,0,13,14,17,0,3,0,0,1,0,0,1,14.16312,14.16312,2.607769,169
13,0,1,0,0,15,12,12,0,4,0,0,1,0,0,1,14.16312,14.16312,2.438023,225
12,0,1,0,0,14,12,12,0,2,0,0,1,0,0,0,14.16312,14.16312,2.430013,196
15,0,1,0,0,9,12,12,0,2,0,0,1,0,0,0,6.705548,6.705548,0.656237,81
12,0,1,0,0,15,12,12,0,4,0,0,1,0,0,1,6.705548,6.705548,2.907562,225
12,0,1,0,0,14,12,12,0,4,0,0,1,0,0,1,6.705548,6.705548,1.975682,196
12,0,1,0,0,13,12,12,0,3,1,0,1,0,0,1,6.705548,6.705548,2.164274,169
12,0,1,0,0,8,8,8,1,4,1,0,1,0,0,1,7.356897,7.748579,1.569433,64
11,0,1,0,0,13,12,12,0,1,0,0,1,0,0,0,6.705548,6.705548,1.192923,169
14,0,1,0,0,13,12,9,0,2,0,0,1,0,0,1,6.705548,6.705548,0.762934,169
12,0,1,0,0,11,8,8,0,3,1,0,1,0,0,1,6.022065,5.504197,2.307937,121
12,0,1,0,0,10,12,12,0,5,1,0,1,0,0,1,6.022065,5.504197,2.566551,100
8,0,0,0,1,12,8,2,0,12,0,0,1,0,0,1,5.693727,5.956101,1.494198,144
12,0,0,0,1,14,10,12,1,5,0,0,0,1,0,1,5.932637,5.932637,2.509199,196
13,0,0,0,1,13,12,10,0,3,1,0,0,1,0,0,5.932637,5.932637,3.237924,169
13,0,0,0,1,13,11,12,0,2,0,0,0,1,0,0,5.932637,5.932637,2.158878,169
12,0,0,1,0,12,12,12,0,3,1,0,0,1,0,0,5.932637,5.327934,1.475906,144
16,0,0,0,1,8,12,12,0,1,0,0,0,1,0,1,5.932637,5.932637,2.360567,64
15,0,0,0,1,10,15,15,0,4,1,0,0,1,0,1,2.088957,2.088957,3.156591,100
20,0,0,0,1,6,18,19,0,2,1,0,1,0,0,0,2.088957,2.088957,2.417515,36
12,0,0,0,1,13,11,5,0,1,0,0,0,1,0,1,6.26687,6.26687,1.855571,169
12,0,0,0,1,15,11,4,0,2,0,0,0,1,0,0,6.26687,6.26687,3.118792,225
12,0,0,0,1,14,11,12,0,2,0,0,0,1,0,1,6.26687,6.26687,2.079442,196
9,0,0,0,1,18,11,5,0,1,0,0,0,1,0,1,6.26687,6.26687,1.707774,324
14,0,0,0,1,13,4,7,0,5,0,0,0,1,0,0,4.240583,4.240583,2.525729,169
12,0,0,0,1,12,9,9,0,3,0,0,0,1,0,0,4.240583,5.628096,2.234377,144
15,0,0,0,1,10,12,12,0,4,0,0,0,1,0,0,4.240583,4.240583,2.471004,100
12,0,0,0,1,12,7,12,0,0,0,0,0,1,0,0,4.240583,4.240583,3.074295,144
11,1,0,0,0,10,14,8,1,0,1,1,0,0,0,1,8.595144,9.499537,2.486508,100
12,1,0,0,0,13,12,11,0,3,1,1,0,0,0,1,7.311346,7.311346,2.486508,169
8,1,0,0,0,19,7,9,0,4,1,1,0,0,0,1,7.311346,7.311346,1.473306,361
10,1,0,0,0,11,12,11,0,1,1,1,0,0,0,1,8.595144,9.499537,2.263364,121
15,1,0,0,0,8,12,8,0,2,1,1,0,0,0,1,8.554708,8.595144,1.290119,64
13,1,0,0,0,13,12,10,0,2,1,1,0,0,0,1,7.311346,7.311346,2.486508,169
13,1,0,0,0,15,16,13,0,1,1,1,0,0,0,1,7.311346,7.311346,2.900422,225
17,1,0,0,0,4,16,20,0,2,1,1,0,0,0,1,8.595144,9.499537,3.03875,16
12,1,0,0,0,15,12,12,0,0,1,1,0,0,0,0,7.311346,7.311346,2.543747,225
12,1,0,0,0,10,12,13,0,6,1,1,0,0,0,1,8.595144,9.499537,1.571821,100
15,1,0,0,0,6,12,13,0,2,1,1,0,0,0,1,8.595144,9.499537,2.445686,36
16,1,0,0,0,5,14,15,0,1,1,1,0,0,0,1,8.595144,9.499537,2.75457,25
15,1,0,0,0,12,15,16,0,5,1,1,0,0,0,1,7.311346,7.311346,2.796153,144
15,1,0,0,0,8,15,16,0,5,1,1,0,0,0,1,7.311346,8.554708,2.687407,64
18,1,0,0,0,7,16,17,0,1,1,1,0,0,0,1,7.394907,7.394907,3.282526,49
15,1,0,0,0,5,16,18,0,3,1,1,0,0,0,1,6.125471,10.72096,2.481277,25
17,0,1,0,0,6,16,17,0,3,1,1,0,0,0,1,7.394907,6.641155,2.97453,36
15,1,0,0,0,7,16,16,0,2,1,1,0,0,0,1,6.641155,5.851309,2.486508,49
18,1,0,0,0,5,16,16,0,2,1,1,0,0,0,1,7.394907,6.641155,2.486198,25
15,1,0,0,0,8,17,17,0,2,1,1,0,0,0,1,7.394907,6.641155,3.319881,64
16,1,0,0,0,6,16,17,0,2,1,1,0,0,0,1,6.641155,5.851309,2.97104,36
19,1,0,0,0,8,16,14,0,2,1,0,1,0,0,1,15.08226,15.08226,2.509346,64
17,1,0,0,0,8,10,8,0,1,1,1,0,0,0,1,15.08226,15.08226,2.055943,64
12,0,0,0,1,11,12,12,1,6,0,1,0,0,0,1,15.08226,15.00826,2.525729,121
12,1,0,0,0,8,12,14,0,6,1,1,0,0,0,1,13.93464,15.17254,2.761553,64
12,1,0,0,0,12,12,12,1,4,1,1,0,0,0,1,15.08226,15.08226,2.583539,144
10,1,0,0,0,12,12,12,0,5,1,1,0,0,0,1,15.00826,14.46297,2.475176,144
12,1,0,0,0,9,12,12,0,5,1,1,0,0,0,1,13.93464,15.17254,2.525729,81
11,1,0,0,0,13,17,12,1,3,1,1,0,0,0,1,15.08226,15.00826,2.615585,169
14,1,0,0,0,9,16,12,0,2,1,1,0,0,0,1,15.00826,14.46297,2.888059,81
15,1,0,0,0,12,18,20,0,2,1,1,0,0,0,1,15.08226,15.08226,2.964557,144
12,1,0,0,0,11,12,14,0,3,1,1,0,0,0,1,15.00826,14.46297,2.517637,121
15,1,0,0,0,6,15,19,0,5,1,1,0,0,0,1,14.46297,13.93464,2.946942,36
10,1,0,0,0,12,7,12,1,1,1,1,0,0,0,1,15.00826,14.46297,2.235144,144
13,1,0,0,0,7,12,7,0,4,1,1,0,0,0,1,15.17254,15.13789,2.837138,49
15,0,0,1,0,7,14,16,0,3,1,1,0,0,0,1,15.00826,14.46297,2.783313,49
