"time","stock","ret"
1985-12-01,"mobil",-0.039683
1985-12-01,"crsp",0.04326
1986-01-01,"ge",-0.025773
1986-01-01,"ibm",-0.025723
1986-01-01,"mobil",-0.020661
1986-01-01,"crsp",0.009849
1986-02-01,"ge",0.101658
1986-02-01,"ibm",0.003135
1986-02-01,"mobil",-0.002532
1986-02-01,"crsp",0.072851
1986-03-01,"ge",0.012903
1986-03-01,"ibm",0.004143
1986-03-01,"mobil",-0.025862
1986-03-01,"crsp",0.053887
1986-04-01,"ge",-0.004777
1986-04-01,"ibm",0.031353
1986-04-01,"mobil",0.041593
1986-04-01,"crsp",-0.008061
1986-05-01,"ge",0.0208
1986-05-01,"ibm",-0.01776
1986-05-01,"mobil",0.082251
1986-05-01,"crsp",0.050822
1986-06-01,"ge",0.022947
1986-06-01,"ibm",-0.038556
1986-06-01,"mobil",0.012
1986-06-01,"crsp",0.014299
1986-07-01,"ge",-0.098765
1986-07-01,"ibm",-0.095563
1986-07-01,"mobil",-0.022134
1986-07-01,"crsp",-0.059675
1986-08-01,"ge",0.077055
1986-08-01,"ibm",0.055472
1986-08-01,"mobil",0.17284
1986-08-01,"crsp",0.06639
1986-09-01,"ge",-0.078474
1986-09-01,"ibm",-0.030631
1986-09-01,"mobil",0.052632
1986-09-01,"crsp",-0.079142
1986-10-01,"ge",0.06087
1986-10-01,"ibm",-0.080855
1986-10-01,"mobil",0.02
1986-10-01,"crsp",0.04945
1986-11-01,"ge",0.088525
1986-11-01,"ibm",0.037209
1986-11-01,"mobil",0.043791
1986-11-01,"crsp",0.01516
1986-12-01,"ge",0.043735
1986-12-01,"ibm",-0.056047
1986-12-01,"mobil",0.019048
1986-12-01,"crsp",-0.026555
1987-01-01,"ge",0.165698
1987-01-01,"ibm",0.072917
1987-01-01,"mobil",0.093458
1987-01-01,"crsp",0.128378
1987-02-01,"ge",0.031172
1987-02-01,"ibm",0.092039
1987-02-01,"mobil",-0.021652
1987-02-01,"crsp",0.047627
1987-03-01,"ge",0.020605
1987-03-01,"ibm",0.076165
1987-03-01,"mobil",0.123894
1987-03-01,"crsp",0.023236
1987-04-01,"ge",-0.013111
1987-04-01,"ibm",0.066611
1987-04-01,"mobil",-0.006824
1987-04-01,"crsp",-0.017122
1987-05-01,"ge",0.004831
1987-05-01,"ibm",0.006089
1987-05-01,"mobil",-0.002674
1987-05-01,"crsp",0.005218
1987-06-01,"ge",0.052019
1987-06-01,"ibm",0.015625
1987-06-01,"mobil",0.091153
1987-06-01,"crsp",0.043836
1987-07-01,"ge",0.089655
1987-07-01,"ibm",-0.009231
1987-07-01,"mobil",0.031941
1987-07-01,"crsp",0.044058
1987-08-01,"ge",0.054852
1987-08-01,"ibm",0.05264
1987-08-01,"mobil",0.029524
1987-08-01,"crsp",0.037228
1987-09-01,"ge",-0.01072
1987-09-01,"ibm",-0.104677
1987-09-01,"mobil",-0.081776
1987-09-01,"crsp",-0.020737
1987-10-01,"ge",-0.229675
1987-10-01,"ibm",-0.187396
1987-10-01,"mobil",-0.178117
1987-10-01,"crsp",-0.224879
1987-11-01,"ge",-0.105541
1987-11-01,"ibm",-0.086939
1987-11-01,"mobil",-0.150464
1987-11-01,"crsp",-0.072908
1987-12-01,"ge",0.049558
1987-12-01,"ibm",0.042889
1987-12-01,"mobil",0.159259
1987-12-01,"crsp",0.070414
1988-01-01,"ge",0.022663
1988-01-01,"ibm",-0.027056
1988-01-01,"mobil",0.127796
1988-01-01,"crsp",0.045348
1988-02-01,"ge",0.00831
1988-02-01,"ibm",0.055395
1988-02-01,"mobil",0.009632
1988-02-01,"crsp",0.051609
1988-03-01,"ge",-0.104945
1988-03-01,"ibm",-0.084043
1988-03-01,"mobil",0.005682
1988-03-01,"crsp",-0.017064
1988-04-01,"ge",0
1988-04-01,"ibm",0.053426
1988-04-01,"mobil",0.056497
1988-04-01,"crsp",0.010989
1988-05-01,"ge",0.040248
1988-05-01,"ibm",0.001985
1988-05-01,"mobil",-0.027273
1988-05-01,"crsp",0.000938
1988-06-01,"ge",0.052976
1988-06-01,"ibm",0.132222
1988-06-01,"mobil",-0.030641
1988-06-01,"crsp",0.051372
1988-07-01,"ge",-0.025641
1988-07-01,"ibm",-0.012758
1988-07-01,"mobil",0.028736
1988-07-01,"crsp",-0.007179
1988-08-01,"ge",-0.055556
1988-08-01,"ibm",-0.104573
1988-08-01,"mobil",-0.017318
1988-08-01,"crsp",-0.027928
1988-09-01,"ge",0.082972
1988-09-01,"ibm",0.034753
1988-09-01,"mobil",-0.017291
1988-09-01,"crsp",0.037276
1988-10-01,"ge",0.005764
1988-10-01,"ibm",0.062839
1988-10-01,"mobil",0.041056
1988-10-01,"crsp",0.01766
1988-11-01,"ge",0.031519
1988-11-01,"ibm",-0.024669
1988-11-01,"mobil",0.016338
1988-11-01,"crsp",-0.0164
1988-12-01,"ge",0.003556
1988-12-01,"ibm",0.028481
1988-12-01,"mobil",0.022472
1988-12-01,"crsp",0.021005
1989-01-01,"ge",0.081006
1989-01-01,"ibm",0.071795
1989-01-01,"mobil",0.076374
1989-01-01,"crsp",0.065958
1989-02-01,"ge",-0.054264
1989-02-01,"ibm",-0.061435
1989-02-01,"mobil",-0.036176
1989-02-01,"crsp",-0.016365
1989-03-01,"ge",-0.018361
1989-03-01,"ibm",-0.101852
1989-03-01,"mobil",0.050938
1989-03-01,"crsp",0.02153
1989-04-01,"ge",0.098315
1989-04-01,"ibm",0.044674
1989-04-01,"mobil",0.035714
1989-04-01,"crsp",0.048536
1989-05-01,"ge",0.117647
1989-05-01,"ibm",-0.027763
1989-05-01,"mobil",0.027586
1989-05-01,"crsp",0.039529
1989-06-01,"ge",-0.047414
1989-06-01,"ibm",0.020525
1989-06-01,"mobil",-0.041262
1989-06-01,"crsp",-0.004925
1989-07-01,"ge",0.133172
1989-07-01,"ibm",0.027933
1989-07-01,"mobil",0.037975
1989-07-01,"crsp",0.077109
1989-08-01,"ge",-0.014957
1989-08-01,"ibm",0.029
1989-08-01,"mobil",0.083415
1989-08-01,"crsp",0.02196
1989-09-01,"ge",-0.012408
1989-09-01,"ibm",-0.067236
1989-09-01,"mobil",0.022779
1989-09-01,"crsp",-0.001587
1989-10-01,"ge",-0.019912
1989-10-01,"ibm",-0.08238
1989-10-01,"mobil",0.0049
1989-10-01,"crsp",-0.02939
1989-11-01,"ge",0.119639
1989-11-01,"ibm",-0.014115
1989-11-01,"mobil",0.056054
1989-11-01,"crsp",0.017846
1989-12-01,"ge",0.047903
1989-12-01,"ibm",-0.035851
1989-12-01,"mobil",0.063694
1989-12-01,"crsp",0.01829
1990-01-01,"ge",-0.034884
1990-01-01,"ibm",0.047809
1990-01-01,"mobil",-0.045509
1990-01-01,"crsp",-0.070054
1990-02-01,"ge",-0.000482
1990-02-01,"ibm",0.065501
1990-02-01,"mobil",0.044397
1990-02-01,"crsp",0.014978
1990-03-01,"ge",0.040486
1990-03-01,"ibm",0.021661
1990-03-01,"mobil",-0.004049
1990-03-01,"crsp",0.024162
1990-04-01,"ge",-0.003891
1990-04-01,"ibm",0.027091
1990-04-01,"mobil",-0.020325
1990-04-01,"crsp",-0.02815
1990-05-01,"ge",0.083516
1990-05-01,"ibm",0.112018
1990-05-01,"mobil",0.055602
1990-05-01,"crsp",0.088887
1990-06-01,"ge",0.005445
1990-06-01,"ibm",-0.020833
1990-06-01,"mobil",-0.017893
1990-06-01,"crsp",-0.0043
1990-07-01,"ge",0.034296
1990-07-01,"ibm",-0.051064
1990-07-01,"mobil",0.068421
1990-07-01,"crsp",-0.009381
1990-08-01,"ge",-0.13438
1990-08-01,"ibm",-0.075471
1990-08-01,"mobil",-0.021073
1990-08-01,"crsp",-0.09174
1990-09-01,"ge",-0.113387
1990-09-01,"ibm",0.044172
1990-09-01,"mobil",-0.015656
1990-09-01,"crsp",-0.053868
1990-10-01,"ge",-0.045872
1990-10-01,"ibm",-0.009401
1990-10-01,"mobil",-0.083897
1990-10-01,"crsp",-0.012422
1990-11-01,"ge",0.052885
1990-11-01,"ibm",0.089775
1990-11-01,"mobil",0.035165
1990-11-01,"crsp",0.065985
1990-12-01,"ge",0.05726
1990-12-01,"ibm",-0.005501
1990-12-01,"mobil",-0.014862
1990-12-01,"crsp",0.029549
1991-01-01,"ge",0.115468
1991-01-01,"ibm",0.121681
1991-01-01,"mobil",-0.009052
1991-01-01,"crsp",0.049067
1991-02-01,"ge",0.070469
1991-02-01,"ibm",0.025325
1991-02-01,"mobil",0.110132
1991-02-01,"crsp",0.075686
1991-03-01,"ge",0.023897
1991-03-01,"ibm",-0.115534
1991-03-01,"mobil",0.02381
1991-03-01,"crsp",0.028793
1991-04-01,"ge",0.016158
1991-04-01,"ibm",-0.095499
1991-04-01,"mobil",0.062016
1991-04-01,"crsp",0.003332
1991-05-01,"ge",0.099081
1991-05-01,"ibm",0.042087
1991-05-01,"mobil",-0.026642
1991-05-01,"crsp",0.040607
1991-06-01,"ge",-0.042071
1991-06-01,"ibm",-0.084806
1991-06-01,"mobil",-0.024668
1991-06-01,"crsp",-0.044247
1991-07-01,"ge",-0.010135
1991-07-01,"ibm",0.042471
1991-07-01,"mobil",0.064981
1991-07-01,"crsp",0.046838
1991-08-01,"ge",0.022184
1991-08-01,"ibm",-0.031259
1991-08-01,"mobil",0.011091
1991-08-01,"crsp",0.026912
1991-09-01,"ge",-0.066644
1991-09-01,"ibm",0.069677
1991-09-01,"mobil",-0.003656
1991-09-01,"crsp",-0.011062
1991-10-01,"ge",-0.005405
1991-10-01,"ibm",-0.05187
1991-10-01,"mobil",0.042936
1991-10-01,"crsp",0.017714
1991-11-01,"ge",-0.061594
1991-11-01,"ibm",-0.046209
1991-11-01,"mobil",-0.078292
1991-11-01,"crsp",-0.037272
1991-12-01,"ge",0.189961
1991-12-01,"ibm",-0.037838
1991-12-01,"mobil",0.048263
1991-12-01,"crsp",0.107055
1992-01-01,"ge",-0.01634
1992-01-01,"ibm",0.011236
1992-01-01,"mobil",-0.058932
1992-01-01,"crsp",-0.001693
1992-02-01,"ge",0.04485
1992-02-01,"ibm",-0.021278
1992-02-01,"mobil",-0.018787
1992-02-01,"crsp",0.013281
1992-03-01,"ge",-0.029571
1992-03-01,"ibm",-0.038849
1992-03-01,"mobil",-0.038384
1992-03-01,"crsp",-0.02368
1992-04-01,"ge",0.011551
1992-04-01,"ibm",0.086826
1992-04-01,"mobil",0.086134
1992-04-01,"crsp",0.013838
1992-05-01,"ge",-0.003263
1992-05-01,"ibm",0.013333
1992-05-01,"mobil",0.018182
1992-05-01,"crsp",0.006497
1992-06-01,"ge",0.025205
1992-06-01,"ibm",0.078512
1992-06-01,"mobil",-0.053846
1992-06-01,"crsp",-0.019241
1992-07-01,"ge",-0.016077
1992-07-01,"ibm",-0.031928
1992-07-01,"mobil",0.058943
1992-07-01,"crsp",0.039942
1992-08-01,"ge",-0.03268
1992-08-01,"ibm",-0.072982
1992-08-01,"mobil",0.008445
1992-08-01,"crsp",-0.020754
1992-09-01,"ge",0.065405
1992-09-01,"ibm",-0.067821
1992-09-01,"mobil",0.00578
1992-09-01,"crsp",0.012426
1992-10-01,"ge",-0.019169
1992-10-01,"ibm",-0.171827
1992-10-01,"mobil",-0.034483
1992-10-01,"crsp",0.010905
1992-11-01,"ge",0.084691
1992-11-01,"ibm",0.038654
1992-11-01,"mobil",-0.023016
1992-11-01,"crsp",0.040181
1992-12-01,"ge",0.034595
1992-12-01,"ibm",-0.261905
1992-12-01,"mobil",0.039095
1992-12-01,"crsp",0.017482
1993-01-01,"ge",0.00731
1993-01-01,"ibm",0.022333
1993-01-01,"mobil",0.007921
1993-01-01,"crsp",0.012331
1993-02-01,"ge",-0.023222
1993-02-01,"ibm",0.066311
1993-02-01,"mobil",0.071513
1993-02-01,"crsp",0.005486
1993-03-01,"ge",0.066924
1993-03-01,"ibm",-0.064368
1993-03-01,"mobil",0.020408
1993-03-01,"crsp",0.025029
1993-04-01,"ge",0.01683
1993-04-01,"ibm",-0.044226
1993-04-01,"mobil",0.030909
1993-04-01,"crsp",-0.025503
1993-05-01,"ge",0.023448
1993-05-01,"ibm",0.095938
1993-05-01,"mobil",-0.004586
1993-05-01,"crsp",0.029422
1993-06-01,"ge",0.039137
1993-06-01,"ibm",-0.063981
1993-06-01,"mobil",0.071685
1993-06-01,"crsp",0.005123
1993-07-01,"ge",0.028721
1993-07-01,"ibm",-0.098734
1993-07-01,"mobil",0.008361
1993-07-01,"crsp",-0.000773
1993-08-01,"ge",-0.002538
1993-08-01,"ibm",0.033708
1993-08-01,"mobil",0.042123
1993-08-01,"crsp",0.039344
1993-09-01,"ge",-0.017761
1993-09-01,"ibm",-0.081967
1993-09-01,"mobil",0.049839
1993-09-01,"crsp",0.000598
1993-10-01,"ge",0.011734
1993-10-01,"ibm",0.095238
1993-10-01,"mobil",-0.001531
1993-10-01,"crsp",0.01803
1993-11-01,"ge",0.014175
1993-11-01,"ibm",0.17663
1993-11-01,"mobil",-0.052454
1993-11-01,"crsp",-0.017317
1993-12-01,"ge",0.073393
1993-12-01,"ibm",0.048724
1993-12-01,"mobil",0.036007
1993-12-01,"crsp",0.019438
1994-01-01,"ge",0.027414
1994-01-01,"ibm",0
1994-01-01,"mobil",0.023697
1994-01-01,"crsp",0.031304
1994-02-01,"ge",-0.022042
1994-02-01,"ibm",-0.059735
1994-02-01,"mobil",-0.018827
1994-02-01,"crsp",-0.024074
1994-03-01,"ge",-0.044176
1994-03-01,"ibm",0.033097
1994-03-01,"mobil",-0.054054
1994-03-01,"crsp",-0.045743
1994-04-01,"ge",-0.0475
1994-04-01,"ibm",0.052632
1994-04-01,"mobil",0.052101
1994-04-01,"crsp",0.009815
1994-05-01,"ge",0.044619
1994-05-01,"ibm",0.1
1994-05-01,"mobil",0.046006
1994-05-01,"crsp",0.009504
1994-06-01,"ge",-0.055578
1994-06-01,"ibm",-0.06746
1994-06-01,"mobil",0.006173
1994-06-01,"crsp",-0.027381
1994-07-01,"ge",0.080429
1994-07-01,"ibm",0.053191
1994-07-01,"mobil",0.029141
1994-07-01,"crsp",0.030411
1994-08-01,"ge",-0.012407
1994-08-01,"ibm",0.111111
1994-08-01,"mobil",0.016095
1994-08-01,"crsp",0.042831
1994-09-01,"ge",-0.025427
1994-09-01,"ibm",0.016423
1994-09-01,"mobil",-0.062222
1994-09-01,"crsp",-0.018664
1994-10-01,"ge",0.015584
1994-10-01,"ibm",0.070018
1994-10-01,"mobil",0.086888
1994-10-01,"crsp",0.014875
1994-11-01,"ge",-0.058824
1994-11-01,"ibm",-0.04698
1994-11-01,"mobil",0.001163
1994-11-01,"crsp",-0.037079
1994-12-01,"ge",0.117609
1994-12-01,"ibm",0.038869
1994-12-01,"mobil",-0.01173
1994-12-01,"crsp",0.012752
1995-01-01,"ge",0.009804
1995-01-01,"ibm",-0.018707
1995-01-01,"mobil",0.035312
1995-01-01,"crsp",0.020623
1995-02-01,"ge",0.063107
1995-02-01,"ibm",0.046794
1995-02-01,"mobil",0.007236
1995-02-01,"crsp",0.039655
1995-03-01,"ge",-0.00621
1995-03-01,"ibm",0.091362
1995-03-01,"mobil",0.064655
1995-03-01,"crsp",0.026966
1995-04-01,"ge",0.037037
1995-04-01,"ibm",0.152207
1995-04-01,"mobil",0.024291
1995-04-01,"crsp",0.024903
1995-05-01,"ge",0.035714
1995-05-01,"ibm",-0.014531
1995-05-01,"mobil",0.058498
1995-05-01,"crsp",0.03415
1995-06-01,"ge",-0.020948
1995-06-01,"ibm",0.032258
1995-06-01,"mobil",-0.035176
1995-06-01,"crsp",0.030846
1995-07-01,"ge",0.046563
1995-07-01,"ibm",0.134115
1995-07-01,"mobil",0.018229
1995-07-01,"crsp",0.040675
1995-08-01,"ge",-0.002119
1995-08-01,"ibm",-0.04822
1995-08-01,"mobil",-0.016113
1995-08-01,"crsp",0.009336
1995-09-01,"ge",0.089766
1995-09-01,"ibm",-0.085852
1995-09-01,"mobil",0.045932
1995-09-01,"crsp",0.036391
1995-10-01,"ge",-0.007843
1995-10-01,"ibm",0.029101
1995-10-01,"mobil",0.011292
1995-10-01,"crsp",-0.01115
1995-11-01,"ge",0.061265
1995-11-01,"ibm",-0.003856
1995-11-01,"mobil",0.045161
1995-11-01,"crsp",0.042984
1995-12-01,"ge",0.079479
1995-12-01,"ibm",-0.054334
1995-12-01,"mobil",0.070659
1995-12-01,"crsp",0.015395
1996-01-01,"ge",0.065972
1996-01-01,"ibm",0.187414
1996-01-01,"mobil",-0.008949
1996-01-01,"crsp",0.028081
1996-02-01,"ge",-0.016287
1996-02-01,"ibm",0.132488
1996-02-01,"mobil",-0.001806
1996-02-01,"crsp",0.016042
1996-03-01,"ge",0.03755
1996-03-01,"ibm",-0.092762
1996-03-01,"mobil",0.057013
1996-03-01,"crsp",0.011196
1996-04-01,"ge",-0.008026
1996-04-01,"ibm",-0.031461
1996-04-01,"mobil",-0.007551
1996-04-01,"crsp",0.02513
1996-05-01,"ge",0.071197
1996-05-01,"ibm",-0.006032
1996-05-01,"mobil",-0.009783
1996-05-01,"crsp",0.026733
1996-06-01,"ge",0.048338
1996-06-01,"ibm",-0.0726
1996-06-01,"mobil",-0.00443
1996-06-01,"crsp",-0.007649
1996-07-01,"ge",-0.046571
1996-07-01,"ibm",0.085859
1996-07-01,"mobil",-0.01891
1996-07-01,"crsp",-0.053415
1996-08-01,"ge",0.010638
1996-08-01,"ibm",0.067209
1996-08-01,"mobil",0.034014
1996-08-01,"crsp",0.032191
1996-09-01,"ge",0.100271
1996-09-01,"ibm",0.088525
1996-09-01,"mobil",0.024336
1996-09-01,"crsp",0.052988
1996-10-01,"ge",0.063187
1996-10-01,"ibm",0.036145
1996-10-01,"mobil",0.008639
1996-10-01,"crsp",0.013957
1996-11-01,"ge",0.074935
1996-11-01,"ibm",0.238178
1996-11-01,"mobil",0.046039
1996-11-01,"crsp",0.065701
1996-12-01,"ge",-0.044279
1996-12-01,"ibm",-0.049412
1996-12-01,"mobil",0.009288
1996-12-01,"crsp",-0.011361
1997-01-01,"ge",0.046776
1997-01-01,"ibm",0.035479
1997-01-01,"mobil",0.07362
1997-01-01,"crsp",0.053049
1997-02-01,"ge",-0.006039
1997-02-01,"ibm",-0.081434
1997-02-01,"mobil",-0.056686
1997-02-01,"crsp",-0.000873
1997-03-01,"ge",-0.030182
1997-03-01,"ibm",-0.045217
1997-03-01,"mobil",0.064155
1997-03-01,"crsp",-0.044405
1997-04-01,"ge",0.118388
1997-04-01,"ibm",0.169399
1997-04-01,"mobil",-0.004785
1997-04-01,"crsp",0.0425
1997-05-01,"ge",0.087838
1997-05-01,"ibm",0.079128
1997-05-01,"mobil",0.084115
1997-05-01,"crsp",0.071312
1997-06-01,"ge",0.076605
1997-06-01,"ibm",0.043353
1997-06-01,"mobil",-0.000894
1997-06-01,"crsp",0.044189
1997-07-01,"ge",0.082846
1997-07-01,"ibm",0.171745
1997-07-01,"mobil",0.102397
1997-07-01,"crsp",0.076272
1997-08-01,"ge",-0.107843
1997-08-01,"ibm",-0.03948
1997-08-01,"mobil",-0.04902
1997-08-01,"crsp",-0.036411
1997-09-01,"ge",0.092068
1997-09-01,"ibm",0.045623
1997-09-01,"mobil",0.017182
1997-09-01,"crsp",0.05797
1997-10-01,"ge",-0.050505
1997-10-01,"ibm",-0.070755
1997-10-01,"mobil",-0.008885
1997-10-01,"crsp",-0.034091
1997-11-01,"ge",0.143133
1997-11-01,"ibm",0.113706
1997-11-01,"mobil",-0.012017
1997-11-01,"crsp",0.031223
1997-12-01,"ge",-0.002707
1997-12-01,"ibm",-0.044521
1997-12-01,"mobil",0.003475
1997-12-01,"crsp",0.018058
1998-01-01,"ge",0.056218
1998-01-01,"ibm",-0.056153
1998-01-01,"mobil",-0.051082
1998-01-01,"crsp",0.004452
1998-02-01,"ge",0.003226
1998-02-01,"ibm",0.05962
1998-02-01,"mobil",0.063066
1998-02-01,"crsp",0.072849
1998-03-01,"ge",0.112379
1998-03-01,"ibm",-0.005386
1998-03-01,"mobil",0.060554
1998-03-01,"crsp",0.051306
1998-04-01,"ge",-0.011603
1998-04-01,"ibm",0.115523
1998-04-01,"mobil",0.032626
1998-04-01,"crsp",0.010859
1998-05-01,"ge",-0.021277
1998-05-01,"ibm",0.015922
1998-05-01,"mobil",-0.007014
1998-05-01,"crsp",-0.02543
1998-06-01,"ge",0.089955
1998-06-01,"ibm",-0.022872
1998-06-01,"mobil",-0.017628
1998-06-01,"crsp",0.032986
1998-07-01,"ge",-0.012517
1998-07-01,"ibm",0.154056
1998-07-01,"mobil",-0.082284
1998-07-01,"crsp",-0.023231
1998-08-01,"ge",-0.105521
1998-08-01,"ibm",-0.14834
1998-08-01,"mobil",-0.008961
1998-08-01,"crsp",-0.156572
1998-09-01,"ge",-0.001719
1998-09-01,"ibm",0.140954
1998-09-01,"mobil",0.098553
1998-09-01,"crsp",0.064033
1998-10-01,"ge",0.099764
1998-10-01,"ibm",0.155642
1998-10-01,"mobil",-0.003292
1998-10-01,"crsp",0.074123
1998-11-01,"ge",0.032857
1998-11-01,"ibm",0.113434
1998-11-01,"mobil",0.143782
1998-11-01,"crsp",0.061343
1998-12-01,"ge",0.132503
1998-12-01,"ibm",0.116578
1998-12-01,"mobil",0.013081
1998-12-01,"crsp",0.06316
