"row","id","region","corp","school","class","gender","age","race","geread","gevocab","gereadcm","gelang","gelangmc","gelangcm","gemath","gemathcp","gemathcm","getotal","npanverb","npamem","npaverb","npatotal","csi","multi","clenroll","classize","ptratio","ptia","locale","chapter1","ses","context","calender","senroll","sattend","white1","black1","hispanc1","asian1","aindian1","multi1","total1","noteach","avgage1","avgexp1","avgsal1","spert","thrdclss","thrdstud","passla1","passmth1","passbth1","tmnnce1","rmdnce1","lamdnce1","mmdnce1","tmdnce1","avgcsi1","geog","totepp","cenroll","cattend","freelnch","lep","speced","minority","white2","black2","hispanc2","asian2","aindian2","multi2","total2","thrdadm","thrdtech","avgage2","avgexp2","avgsal2","thrdaide","passla2","passmth2","passbth2","tmnnce2","rmdnce2","lamdnce2","mmdnce2","tmdnce2","rmediate"
"2467",1747,3,2940,2433,5,2,107,5,3.3,4.7,4.1,4.4,2.1,3.2,3.3,2.9,3.1,3.3,29,25,94,51,100,2,25,3,25,2,6,1,71.7,831,1,779,95.2,98.1,0,0.6,0,0,1.3,1.9,39.9,44.1,16.2,44366,19.5,5,109,60,61,52,53.5,52,60,53,51.7,101,3,5441,1308,94.1,19,0,15,1.5,1288,0,5,0,0,15,20,116,5,42.5,15.8,43083,2.5,60,61,52,55.8,52,50,53,51.7,22
"2468",1748,3,2940,2433,5,2,112,5,1.8,2.2,2,2.5,1.1,1.9,2,2.2,2.2,2,18,40,29,21,87,2,25,3,25,2,6,1,71.7,831,1,779,95.2,98.1,0,0.6,0,0,1.3,1.9,39.9,44.1,16.2,44366,19.5,5,109,60,61,52,53.5,52,60,53,51.7,101,3,5441,1308,94.1,19,0,15,1.5,1288,0,5,0,0,15,20,116,5,42.5,15.8,43083,2.5,60,61,52,55.8,52,50,53,51.7,22
"2469",1749,3,2940,2433,5,2,101,5,1.5,1.5,1.7,1.8,1.4,1.6,2.8,1.5,2.1,1.7,60,63,53,60,104,2,25,3,25,2,6,1,71.7,831,1,779,95.2,98.1,0,0.6,0,0,1.3,1.9,39.9,44.1,16.2,44366,19.5,5,109,60,61,52,53.5,52,60,53,51.7,101,3,5441,1308,94.1,19,0,15,1.5,1288,0,5,0,0,15,20,116,5,42.5,15.8,43083,2.5,60,61,52,55.8,52,50,53,51.7,22
"2470",1750,3,2940,2433,5,1,108,5,2,2,2,1.9,1.9,1.8,2.9,2.5,2.7,2.2,89,41,17,62,105,2,25,3,25,2,6,1,71.7,831,1,779,95.2,98.1,0,0.6,0,0,1.3,1.9,39.9,44.1,16.2,44366,19.5,5,109,60,61,52,53.5,52,60,53,51.7,101,3,5441,1308,94.1,19,0,15,1.5,1288,0,5,0,0,15,20,116,5,42.5,15.8,43083,2.5,60,61,52,55.8,52,50,53,51.7,22
"2471",1751,3,2940,2433,5,2,106,5,2.4,3.1,2.7,2.8,1.8,2.4,3.6,3.2,3.4,2.9,44,23,12,25,89,2,25,3,25,2,6,1,71.7,831,1,779,95.2,98.1,0,0.6,0,0,1.3,1.9,39.9,44.1,16.2,44366,19.5,5,109,60,61,52,53.5,52,60,53,51.7,101,3,5441,1308,94.1,19,0,15,1.5,1288,0,5,0,0,15,20,116,5,42.5,15.8,43083,2.5,60,61,52,55.8,52,50,53,51.7,22
"2472",1752,3,2940,2433,5,1,102,5,3.8,4.8,4.4,3.2,2.7,2.9,3.4,2.3,2.7,3.1,44,26,59,44,98,2,25,3,25,2,6,1,71.7,831,1,779,95.2,98.1,0,0.6,0,0,1.3,1.9,39.9,44.1,16.2,44366,19.5,5,109,60,61,52,53.5,52,60,53,51.7,101,3,5441,1308,94.1,19,0,15,1.5,1288,0,5,0,0,15,20,116,5,42.5,15.8,43083,2.5,60,61,52,55.8,52,50,53,51.7,22
"2473",1753,3,2940,2433,5,2,111,5,6.4,9.3,7.8,3.6,3.8,3.7,6.2,2.9,4,4.5,68,79,50,70,108,2,25,3,25,2,6,1,71.7,831,1,779,95.2,98.1,0,0.6,0,0,1.3,1.9,39.9,44.1,16.2,44366,19.5,5,109,60,61,52,53.5,52,60,53,51.7,101,3,5441,1308,94.1,19,0,15,1.5,1288,0,5,0,0,15,20,116,5,42.5,15.8,43083,2.5,60,61,52,55.8,52,50,53,51.7,22
"2474",1754,3,2940,2433,5,2,102,5,4.4,4.9,4.7,7.5,11.4,9.4,5.8,5.5,5.7,6.9,70,57,97,85,117,2,25,3,25,2,6,1,71.7,831,1,779,95.2,98.1,0,0.6,0,0,1.3,1.9,39.9,44.1,16.2,44366,19.5,5,109,60,61,52,53.5,52,60,53,51.7,101,3,5441,1308,94.1,19,0,15,1.5,1288,0,5,0,0,15,20,116,5,42.5,15.8,43083,2.5,60,61,52,55.8,52,50,53,51.7,22
"2475",1755,3,2940,2433,5,2,104,5,4.4,5.7,4.9,5.9,2.7,3.9,3.7,2.9,3.2,3.8,66,91,36,67,107,2,25,3,25,2,6,1,71.7,831,1,779,95.2,98.1,0,0.6,0,0,1.3,1.9,39.9,44.1,16.2,44366,19.5,5,109,60,61,52,53.5,52,60,53,51.7,101,3,5441,1308,94.1,19,0,15,1.5,1288,0,5,0,0,15,20,116,5,42.5,15.8,43083,2.5,60,61,52,55.8,52,50,53,51.7,22
"2476",1756,3,2940,2433,5,1,102,5,0,0.2,0.2,1.3,1.2,1,1.2,1.1,1.4,1,1,18,3,1,59,2,25,3,25,2,6,1,71.7,831,1,779,95.2,98.1,0,0.6,0,0,1.3,1.9,39.9,44.1,16.2,44366,19.5,5,109,60,61,52,53.5,52,60,53,51.7,101,3,5441,1308,94.1,19,0,15,1.5,1288,0,5,0,0,15,20,116,5,42.5,15.8,43083,2.5,60,61,52,55.8,52,50,53,51.7,22
"2477",1757,3,2940,2433,5,2,102,5,2.9,2.2,2.5,2.8,1.8,2.4,2.5,3,2.8,2.5,63,82,64,73,110,2,25,3,25,2,6,1,71.7,831,1,779,95.2,98.1,0,0.6,0,0,1.3,1.9,39.9,44.1,16.2,44366,19.5,5,109,60,61,52,53.5,52,60,53,51.7,101,3,5441,1308,94.1,19,0,15,1.5,1288,0,5,0,0,15,20,116,5,42.5,15.8,43083,2.5,60,61,52,55.8,52,50,53,51.7,22
"2478",1758,3,2940,2433,5,2,110,5,12,5.4,9.4,4.4,2.5,3.4,3.3,2.6,2.9,4,21,6,85,31,92,2,25,3,25,2,6,1,71.7,831,1,779,95.2,98.1,0,0.6,0,0,1.3,1.9,39.9,44.1,16.2,44366,19.5,5,109,60,61,52,53.5,52,60,53,51.7,101,3,5441,1308,94.1,19,0,15,1.5,1288,0,5,0,0,15,20,116,5,42.5,15.8,43083,2.5,60,61,52,55.8,52,50,53,51.7,22
"2479",1759,3,2940,2433,5,1,107,5,2.9,2.5,2.7,3.3,3,3.1,2,2.2,2.2,2.5,32,50,75,47,99,2,25,3,25,2,6,1,71.7,831,1,779,95.2,98.1,0,0.6,0,0,1.3,1.9,39.9,44.1,16.2,44366,19.5,5,109,60,61,52,53.5,52,60,53,51.7,101,3,5441,1308,94.1,19,0,15,1.5,1288,0,5,0,0,15,20,116,5,42.5,15.8,43083,2.5,60,61,52,55.8,52,50,53,51.7,22
"2480",1760,3,2940,2433,5,2,101,5,1.6,2,1.9,1.8,1.4,1.5,1.9,2.2,2.1,1.8,28,47,46,33,93,2,25,3,25,2,6,1,71.7,831,1,779,95.2,98.1,0,0.6,0,0,1.3,1.9,39.9,44.1,16.2,44366,19.5,5,109,60,61,52,53.5,52,60,53,51.7,101,3,5441,1308,94.1,19,0,15,1.5,1288,0,5,0,0,15,20,116,5,42.5,15.8,43083,2.5,60,61,52,55.8,52,50,53,51.7,22
"2481",1761,3,2940,2433,5,2,104,5,4.4,5.8,4.9,4.2,5.9,5,3.4,3.1,3.2,4.1,89,66,86,90,121,2,25,3,25,2,6,1,71.7,831,1,779,95.2,98.1,0,0.6,0,0,1.3,1.9,39.9,44.1,16.2,44366,19.5,5,109,60,61,52,53.5,52,60,53,51.7,101,3,5441,1308,94.1,19,0,15,1.5,1288,0,5,0,0,15,20,116,5,42.5,15.8,43083,2.5,60,61,52,55.8,52,50,53,51.7,22
"2482",1762,3,2940,2433,5,2,103,5,4.5,4.6,4.5,3.4,2.1,2.8,6.2,2,3.2,3.5,95,63,33,81,114,2,25,3,25,2,6,1,71.7,831,1,779,95.2,98.1,0,0.6,0,0,1.3,1.9,39.9,44.1,16.2,44366,19.5,5,109,60,61,52,53.5,52,60,53,51.7,101,3,5441,1308,94.1,19,0,15,1.5,1288,0,5,0,0,15,20,116,5,42.5,15.8,43083,2.5,60,61,52,55.8,52,50,53,51.7,22
"2483",1763,3,2940,2433,5,1,101,5,4.8,4.8,4.9,3,2.9,2.9,4.8,3.1,3.8,3.8,89,76,63,86,117,2,25,3,25,2,6,1,71.7,831,1,779,95.2,98.1,0,0.6,0,0,1.3,1.9,39.9,44.1,16.2,44366,19.5,5,109,60,61,52,53.5,52,60,53,51.7,101,3,5441,1308,94.1,19,0,15,1.5,1288,0,5,0,0,15,20,116,5,42.5,15.8,43083,2.5,60,61,52,55.8,52,50,53,51.7,22
"2484",1764,3,2940,2433,5,2,101,5,1.6,2.2,2,2,0.1,1.2,4,2.5,3,2.1,52,38,21,37,95,2,25,3,25,2,6,1,71.7,831,1,779,95.2,98.1,0,0.6,0,0,1.3,1.9,39.9,44.1,16.2,44366,19.5,5,109,60,61,52,53.5,52,60,53,51.7,101,3,5441,1308,94.1,19,0,15,1.5,1288,0,5,0,0,15,20,116,5,42.5,15.8,43083,2.5,60,61,52,55.8,52,50,53,51.7,22
"2485",1765,3,2940,2433,5,2,103,5,4.1,4.2,4.2,2.7,6,4,3,2.7,2.9,3.5,76,91,75,85,117,2,25,3,25,2,6,1,71.7,831,1,779,95.2,98.1,0,0.6,0,0,1.3,1.9,39.9,44.1,16.2,44366,19.5,5,109,60,61,52,53.5,52,60,53,51.7,101,3,5441,1308,94.1,19,0,15,1.5,1288,0,5,0,0,15,20,116,5,42.5,15.8,43083,2.5,60,61,52,55.8,52,50,53,51.7,22
"2486",1766,3,2940,2433,5,2,111,5,3.9,3.7,3.7,3.4,3.4,3.4,3.6,2.1,2.7,3.1,36,13,41,30,91,2,25,3,25,2,6,1,71.7,831,1,779,95.2,98.1,0,0.6,0,0,1.3,1.9,39.9,44.1,16.2,44366,19.5,5,109,60,61,52,53.5,52,60,53,51.7,101,3,5441,1308,94.1,19,0,15,1.5,1288,0,5,0,0,15,20,116,5,42.5,15.8,43083,2.5,60,61,52,55.8,52,50,53,51.7,22
"2487",1767,3,2940,2433,5,1,108,5,2.7,2.9,2.8,2.4,3.2,2.7,3.3,2.5,2.9,2.8,54,20,19,34,93,2,25,3,25,2,6,1,71.7,831,1,779,95.2,98.1,0,0.6,0,0,1.3,1.9,39.9,44.1,16.2,44366,19.5,5,109,60,61,52,53.5,52,60,53,51.7,101,3,5441,1308,94.1,19,0,15,1.5,1288,0,5,0,0,15,20,116,5,42.5,15.8,43083,2.5,60,61,52,55.8,52,50,53,51.7,22
"2488",1768,3,2940,2433,5,1,107,5,2.7,2.5,2.6,1.9,2.7,2.1,3,3.1,3.1,2.7,73,16,28,48,99,2,25,3,25,2,6,1,71.7,831,1,779,95.2,98.1,0,0.6,0,0,1.3,1.9,39.9,44.1,16.2,44366,19.5,5,109,60,61,52,53.5,52,60,53,51.7,101,3,5441,1308,94.1,19,0,15,1.5,1288,0,5,0,0,15,20,116,5,42.5,15.8,43083,2.5,60,61,52,55.8,52,50,53,51.7,22
"2489",1769,3,2940,2433,5,1,113,5,3.9,4.3,4.2,4.1,1.4,2.7,3.9,1.8,2.6,2.9,88,13,81,77,112,2,25,3,25,2,6,1,71.7,831,1,779,95.2,98.1,0,0.6,0,0,1.3,1.9,39.9,44.1,16.2,44366,19.5,5,109,60,61,52,53.5,52,60,53,51.7,101,3,5441,1308,94.1,19,0,15,1.5,1288,0,5,0,0,15,20,116,5,42.5,15.8,43083,2.5,60,61,52,55.8,52,50,53,51.7,22
"2490",1770,3,2940,2433,5,1,105,5,3.4,3.1,3.2,3.7,5.8,4.6,4.8,3.3,3.9,4,89,25,74,80,113,2,25,3,25,2,6,1,71.7,831,1,779,95.2,98.1,0,0.6,0,0,1.3,1.9,39.9,44.1,16.2,44366,19.5,5,109,60,61,52,53.5,52,60,53,51.7,101,3,5441,1308,94.1,19,0,15,1.5,1288,0,5,0,0,15,20,116,5,42.5,15.8,43083,2.5,60,61,52,55.8,52,50,53,51.7,22
"2491",1771,3,2950,2441,1,1,105,5,12,7.2,10.3,5.9,7.9,7.2,3.9,4,4,6.4,55,12,64,49,99,2,21,2,21,2,6,1,75.4,875,1,820,96.7,98.3,0,0,0.2,0,1.5,1.7,44.7,45.9,19.7,44396,18.3,5,100,83,74,70,69.1,69.8,74,71.3,70.8,100,3,6556,1421,96.7,21,0.3,15.3,1.7,1397,0,3,4,0,17,24,105,5,44.1,17.2,42552,0,83,74,70,61.3,69.8,74,71.3,70.8,21
"2492",1772,3,2950,2441,1,1,107,5,2.2,4.7,3.2,4.2,2.3,3.2,6.2,3.7,4.6,4,77,62,88,83,115,2,21,2,21,2,6,1,75.4,875,1,820,96.7,98.3,0,0,0.2,0,1.5,1.7,44.7,45.9,19.7,44396,18.3,5,100,83,74,70,69.1,69.8,74,71.3,70.8,100,3,6556,1421,96.7,21,0.3,15.3,1.7,1397,0,3,4,0,17,24,105,5,44.1,17.2,42552,0,83,74,70,61.3,69.8,74,71.3,70.8,21
"2493",1773,3,2950,2441,1,2,112,5,2.7,2.4,2.5,2.6,4.3,3.2,2.7,2.14,2.4,2.5,13,35,75,26,90,2,21,2,21,2,6,1,75.4,875,1,820,96.7,98.3,0,0,0.2,0,1.5,1.7,44.7,45.9,19.7,44396,18.3,5,100,83,74,70,69.1,69.8,74,71.3,70.8,100,3,6556,1421,96.7,21,0.3,15.3,1.7,1397,0,3,4,0,17,24,105,5,44.1,17.2,42552,0,83,74,70,61.3,69.8,74,71.3,70.8,21
"2494",1774,3,2950,2441,1,1,110,5,4.9,6.7,6.1,12,7.2,9.9,11,5.5,7.8,7.5,94,89,79,95,125,2,21,2,21,2,6,1,75.4,875,1,820,96.7,98.3,0,0,0.2,0,1.5,1.7,44.7,45.9,19.7,44396,18.3,5,100,83,74,70,69.1,69.8,74,71.3,70.8,100,3,6556,1421,96.7,21,0.3,15.3,1.7,1397,0,3,4,0,17,24,105,5,44.1,17.2,42552,0,83,74,70,61.3,69.8,74,71.3,70.8,21
"2495",1775,3,2950,2441,1,1,106,5,4.5,4.6,4.5,3.9,7.2,5,3.6,2.9,3.2,4,90,27,59,76,111,2,21,2,21,2,6,1,75.4,875,1,820,96.7,98.3,0,0,0.2,0,1.5,1.7,44.7,45.9,19.7,44396,18.3,5,100,83,74,70,69.1,69.8,74,71.3,70.8,100,3,6556,1421,96.7,21,0.3,15.3,1.7,1397,0,3,4,0,17,24,105,5,44.1,17.2,42552,0,83,74,70,61.3,69.8,74,71.3,70.8,21
"2496",1776,3,2950,2441,1,2,108,5,6.4,6.7,6.5,12,4.5,8,11,4,6.6,7.2,99,75,93,99,136,2,21,2,21,2,6,1,75.4,875,1,820,96.7,98.3,0,0,0.2,0,1.5,1.7,44.7,45.9,19.7,44396,18.3,5,100,83,74,70,69.1,69.8,74,71.3,70.8,100,3,6556,1421,96.7,21,0.3,15.3,1.7,1397,0,3,4,0,17,24,105,5,44.1,17.2,42552,0,83,74,70,61.3,69.8,74,71.3,70.8,21
"2497",1777,3,2950,2441,1,2,111,5,5.2,5,5.1,5.4,6,5.9,4,2.8,3.3,4.4,49,22,37,39,95,2,21,2,21,2,6,1,75.4,875,1,820,96.7,98.3,0,0,0.2,0,1.5,1.7,44.7,45.9,19.7,44396,18.3,5,100,83,74,70,69.1,69.8,74,71.3,70.8,100,3,6556,1421,96.7,21,0.3,15.3,1.7,1397,0,3,4,0,17,24,105,5,44.1,17.2,42552,0,83,74,70,61.3,69.8,74,71.3,70.8,21
"2498",1778,3,2950,2441,1,2,110,5,2,3,2.6,3,3,3,3.2,2.7,2.9,2.8,79,72,36,70,108,2,21,2,21,2,6,1,75.4,875,1,820,96.7,98.3,0,0,0.2,0,1.5,1.7,44.7,45.9,19.7,44396,18.3,5,100,83,74,70,69.1,69.8,74,71.3,70.8,100,3,6556,1421,96.7,21,0.3,15.3,1.7,1397,0,3,4,0,17,24,105,5,44.1,17.2,42552,0,83,74,70,61.3,69.8,74,71.3,70.8,21
"2499",1779,3,2950,2441,1,2,106,5,3.4,7.2,4.9,3.2,2,2.7,4.2,2.3,3,3.3,32,44,52,38,95,2,21,2,21,2,6,1,75.4,875,1,820,96.7,98.3,0,0,0.2,0,1.5,1.7,44.7,45.9,19.7,44396,18.3,5,100,83,74,70,69.1,69.8,74,71.3,70.8,100,3,6556,1421,96.7,21,0.3,15.3,1.7,1397,0,3,4,0,17,24,105,5,44.1,17.2,42552,0,83,74,70,61.3,69.8,74,71.3,70.8,21
"2500",1780,3,2950,2441,1,2,106,5,5.2,7.6,6.8,3.9,2.2,3,4,3.6,3.8,4.1,58,43,84,66,106,2,21,2,21,2,6,1,75.4,875,1,820,96.7,98.3,0,0,0.2,0,1.5,1.7,44.7,45.9,19.7,44396,18.3,5,100,83,74,70,69.1,69.8,74,71.3,70.8,100,3,6556,1421,96.7,21,0.3,15.3,1.7,1397,0,3,4,0,17,24,105,5,44.1,17.2,42552,0,83,74,70,61.3,69.8,74,71.3,70.8,21
"2501",1781,3,2950,2441,1,1,110,5,4.8,4.5,4.8,5.9,6.7,6.4,4.8,3.5,4,4.8,40,89,53,55,102,2,21,2,21,2,6,1,75.4,875,1,820,96.7,98.3,0,0,0.2,0,1.5,1.7,44.7,45.9,19.7,44396,18.3,5,100,83,74,70,69.1,69.8,74,71.3,70.8,100,3,6556,1421,96.7,21,0.3,15.3,1.7,1397,0,3,4,0,17,24,105,5,44.1,17.2,42552,0,83,74,70,61.3,69.8,74,71.3,70.8,21
"2502",1782,3,2950,2441,1,1,104,5,3.9,8.4,6.1,12,3.9,7.5,2.9,3.3,3.2,4.6,55,58,85,68,107,2,21,2,21,2,6,1,75.4,875,1,820,96.7,98.3,0,0,0.2,0,1.5,1.7,44.7,45.9,19.7,44396,18.3,5,100,83,74,70,69.1,69.8,74,71.3,70.8,100,3,6556,1421,96.7,21,0.3,15.3,1.7,1397,0,3,4,0,17,24,105,5,44.1,17.2,42552,0,83,74,70,61.3,69.8,74,71.3,70.8,21
"2503",1783,3,2950,2441,1,2,102,5,4.5,6.7,5.3,7.5,5.4,6.3,4.6,3.4,3.9,4.9,54,53,84,66,106,2,21,2,21,2,6,1,75.4,875,1,820,96.7,98.3,0,0,0.2,0,1.5,1.7,44.7,45.9,19.7,44396,18.3,5,100,83,74,70,69.1,69.8,74,71.3,70.8,100,3,6556,1421,96.7,21,0.3,15.3,1.7,1397,0,3,4,0,17,24,105,5,44.1,17.2,42552,0,83,74,70,61.3,69.8,74,71.3,70.8,21
"2504",1784,3,2950,2441,1,2,111,5,4.3,3.5,3.8,3.4,9.5,5.9,3.9,3.8,3.9,4.5,50,88,44,59,104,2,21,2,21,2,6,1,75.4,875,1,820,96.7,98.3,0,0,0.2,0,1.5,1.7,44.7,45.9,19.7,44396,18.3,5,100,83,74,70,69.1,69.8,74,71.3,70.8,100,3,6556,1421,96.7,21,0.3,15.3,1.7,1397,0,3,4,0,17,24,105,5,44.1,17.2,42552,0,83,74,70,61.3,69.8,74,71.3,70.8,21
"2505",1785,3,2950,2441,1,2,115,5,4.8,5,4.9,4.6,3,3.8,3.7,2.5,3,3.6,77,72,47,71,109,2,21,2,21,2,6,1,75.4,875,1,820,96.7,98.3,0,0,0.2,0,1.5,1.7,44.7,45.9,19.7,44396,18.3,5,100,83,74,70,69.1,69.8,74,71.3,70.8,100,3,6556,1421,96.7,21,0.3,15.3,1.7,1397,0,3,4,0,17,24,105,5,44.1,17.2,42552,0,83,74,70,61.3,69.8,74,71.3,70.8,21
"2506",1786,3,2950,2441,1,2,109,5,4.3,3.7,3.9,3.2,2.8,3,3.6,2.8,3.1,3.3,71,38,61,64,106,2,21,2,21,2,6,1,75.4,875,1,820,96.7,98.3,0,0,0.2,0,1.5,1.7,44.7,45.9,19.7,44396,18.3,5,100,83,74,70,69.1,69.8,74,71.3,70.8,100,3,6556,1421,96.7,21,0.3,15.3,1.7,1397,0,3,4,0,17,24,105,5,44.1,17.2,42552,0,83,74,70,61.3,69.8,74,71.3,70.8,21
"2507",1787,3,2950,2441,1,2,109,5,4.3,7.5,5.9,4.2,5.2,4.7,6.2,2.8,3.9,4.6,72,89,89,87,118,2,21,2,21,2,6,1,75.4,875,1,820,96.7,98.3,0,0,0.2,0,1.5,1.7,44.7,45.9,19.7,44396,18.3,5,100,83,74,70,69.1,69.8,74,71.3,70.8,100,3,6556,1421,96.7,21,0.3,15.3,1.7,1397,0,3,4,0,17,24,105,5,44.1,17.2,42552,0,83,74,70,61.3,69.8,74,71.3,70.8,21
"2508",1788,3,2950,2441,1,1,110,5,6.4,4.36,5,6.5,6.2,6.3,6.2,3,4,4.9,63,89,17,55,102,2,21,2,21,2,6,1,75.4,875,1,820,96.7,98.3,0,0,0.2,0,1.5,1.7,44.7,45.9,19.7,44396,18.3,5,100,83,74,70,69.1,69.8,74,71.3,70.8,100,3,6556,1421,96.7,21,0.3,15.3,1.7,1397,0,3,4,0,17,24,105,5,44.1,17.2,42552,0,83,74,70,61.3,69.8,74,71.3,70.8,21
"2510",7316,3,2950,2441,1,2,109,5,3.5,5.5,4.4,3.8,4.7,4.2,4.1,5.5,4.9,4.8,69,59,38,59,104,2,21,2,21,2,6,1,75.4,875,1,820,96.7,98.3,0,0,0.2,0,1.5,1.7,44.7,45.9,19.7,44396,18.3,5,100,83,74,70,69.1,69.8,74,71.3,70.8,100,3,6556,1421,96.7,21,0.3,15.3,1.7,1397,0,3,4,0,17,24,105,5,44.1,17.2,42552,0,83,74,70,61.3,69.8,74,71.3,70.8,21
"2511",7317,3,2950,2441,1,1,109,5,12,11.2,12,12,7.9,10.3,5.9,3.8,4.6,8,93,89,86,95,126,2,21,2,21,2,6,1,75.4,875,1,820,96.7,98.3,0,0,0.2,0,1.5,1.7,44.7,45.9,19.7,44396,18.3,5,100,83,74,70,69.1,69.8,74,71.3,70.8,100,3,6556,1421,96.7,21,0.3,15.3,1.7,1397,0,3,4,0,17,24,105,5,44.1,17.2,42552,0,83,74,70,61.3,69.8,74,71.3,70.8,21
"2512",7318,3,2950,2441,2,1,122,5,3.3,2.5,2.8,1.9,2.8,2.2,2.3,1.6,2,2.2,4,68,16,8,78,2,15,1,11.28,1,6,1,75.4,875,1,820,96.7,98.3,0,0,0.2,0,1.5,1.7,44.7,45.9,19.7,44396,18.3,5,100,83,74,70,69.1,69.8,74,71.3,70.8,100,3,6556,1421,96.7,21,0.3,15.3,1.7,1397,0,3,4,0,17,24,105,5,44.1,17.2,42552,0,83,74,70,61.3,69.8,74,71.3,70.8,21
"2513",7319,3,2950,2441,2,2,109,5,3.3,3.2,3.2,3.6,4.6,4.1,2.7,3.1,2.9,3.2,47,89,51,56,102,2,15,1,11.28,1,6,1,75.4,875,1,820,96.7,98.3,0,0,0.2,0,1.5,1.7,44.7,45.9,19.7,44396,18.3,5,100,83,74,70,69.1,69.8,74,71.3,70.8,100,3,6556,1421,96.7,21,0.3,15.3,1.7,1397,0,3,4,0,17,24,105,5,44.1,17.2,42552,0,83,74,70,61.3,69.8,74,71.3,70.8,21
"2514",7320,3,2950,2441,2,2,108,5,2.4,4,3.1,2.5,3.2,2.8,3,4.8,3.9,3.5,8,42,43,15,84,2,15,1,11.28,1,6,1,75.4,875,1,820,96.7,98.3,0,0,0.2,0,1.5,1.7,44.7,45.9,19.7,44396,18.3,5,100,83,74,70,69.1,69.8,74,71.3,70.8,100,3,6556,1421,96.7,21,0.3,15.3,1.7,1397,0,3,4,0,17,24,105,5,44.1,17.2,42552,0,83,74,70,61.3,69.8,74,71.3,70.8,21
"2515",7321,3,2950,2441,2,2,111,5,3.5,2.9,3.1,6.5,2.5,3.9,3.3,3.2,3.3,3.4,93,40,84,89,120,2,15,1,11.28,1,6,1,75.4,875,1,820,96.7,98.3,0,0,0.2,0,1.5,1.7,44.7,45.9,19.7,44396,18.3,5,100,83,74,70,69.1,69.8,74,71.3,70.8,100,3,6556,1421,96.7,21,0.3,15.3,1.7,1397,0,3,4,0,17,24,105,5,44.1,17.2,42552,0,83,74,70,61.3,69.8,74,71.3,70.8,21
"2516",7322,3,2950,2441,2,1,113,5,1.5,1.4,1.7,1.3,2.6,1.6,2.4,2,2.2,1.7,10,27,9,8,77,2,15,1,11.28,1,6,1,75.4,875,1,820,96.7,98.3,0,0,0.2,0,1.5,1.7,44.7,45.9,19.7,44396,18.3,5,100,83,74,70,69.1,69.8,74,71.3,70.8,100,3,6556,1421,96.7,21,0.3,15.3,1.7,1397,0,3,4,0,17,24,105,5,44.1,17.2,42552,0,83,74,70,61.3,69.8,74,71.3,70.8,21
"2517",7323,3,2950,2441,2,2,116,5,2.2,3.7,2.9,1.8,4.6,2.7,2.1,2.4,2.3,2.5,20,30,15,16,84,2,15,1,11.28,1,6,1,75.4,875,1,820,96.7,98.3,0,0,0.2,0,1.5,1.7,44.7,45.9,19.7,44396,18.3,5,100,83,74,70,69.1,69.8,74,71.3,70.8,100,3,6556,1421,96.7,21,0.3,15.3,1.7,1397,0,3,4,0,17,24,105,5,44.1,17.2,42552,0,83,74,70,61.3,69.8,74,71.3,70.8,21
"2518",7324,3,2950,2441,2,1,101,5,12,7.3,10.63,5.4,4.7,5,4,3.5,3.8,5.4,67,93,89,86,117,2,15,1,11.28,1,6,1,75.4,875,1,820,96.7,98.3,0,0,0.2,0,1.5,1.7,44.7,45.9,19.7,44396,18.3,5,100,83,74,70,69.1,69.8,74,71.3,70.8,100,3,6556,1421,96.7,21,0.3,15.3,1.7,1397,0,3,4,0,17,24,105,5,44.1,17.2,42552,0,83,74,70,61.3,69.8,74,71.3,70.8,21
"2519",7325,3,2950,2441,2,1,107,5,4.9,4.7,4.9,12,3.1,7,6.2,4,4.8,5.7,83,31,97,88,119,2,15,1,11.28,1,6,1,75.4,875,1,820,96.7,98.3,0,0,0.2,0,1.5,1.7,44.7,45.9,19.7,44396,18.3,5,100,83,74,70,69.1,69.8,74,71.3,70.8,100,3,6556,1421,96.7,21,0.3,15.3,1.7,1397,0,3,4,0,17,24,105,5,44.1,17.2,42552,0,83,74,70,61.3,69.8,74,71.3,70.8,21
"2520",1790,3,2950,2441,2,2,111,5,0.4,2.5,1.7,1.6,0,0.6,2,3,2.6,1.6,21,39,15,18,85,2,15,1,11.28,1,6,1,75.4,875,1,820,96.7,98.3,0,0,0.2,0,1.5,1.7,44.7,45.9,19.7,44396,18.3,5,100,83,74,70,69.1,69.8,74,71.3,70.8,100,3,6556,1421,96.7,21,0.3,15.3,1.7,1397,0,3,4,0,17,24,105,5,44.1,17.2,42552,0,83,74,70,61.3,69.8,74,71.3,70.8,21
"2521",1791,3,2950,2441,2,2,102,5,4.3,3,3.4,4.2,3.9,4,4,2.8,3.3,3.5,61,59,87,73,110,2,15,1,11.28,1,6,1,75.4,875,1,820,96.7,98.3,0,0,0.2,0,1.5,1.7,44.7,45.9,19.7,44396,18.3,5,100,83,74,70,69.1,69.8,74,71.3,70.8,100,3,6556,1421,96.7,21,0.3,15.3,1.7,1397,0,3,4,0,17,24,105,5,44.1,17.2,42552,0,83,74,70,61.3,69.8,74,71.3,70.8,21
