annearn,hrearn,exper,age,depends,married,tenure,educ,nrtheast,nrthcen,south,male,white,union,office,annhrs,ind1,ind2,ind3,ind4,ind5,ind6,ind7,ind8,ind9,vacdays,sicklve,insur,pension,annbens,hrbens,annhrssq,beratio,lannhrs,tenuresq,expersq,lannearn,peratio,vserat
5062.49,2.7,37,56,0,0,8,6,0,0,1,1,1,1,0,1875,0,0,0,1,0,0,0,0,0,227.46,88.22,267.86,0,583.54,0.31,3515625,0.115267,7.536364,64,1369,8.529613,0,0.062357
5252.8,2.68,20,54,0,0,8,13,0,0,1,0,1,0,0,1960,0,0,0,1,0,0,0,0,0,228.5,0,325.85,253.87,808.22,0.41,3841600,0.153865,7.5807,64,400,8.566517,0.04833,0.043501
4800,2.5,11,30,1,1,8,10,1,0,0,0,1,0,0,1920,0,0,0,1,0,0,0,0,0,236.04,0,83.06,0,319.1,0.17,3686400,0.066479,7.560081,64,121,8.476371,0,0.049175
7140,3.5,8,30,1,1,0.5,14,0,0,0,0,1,0,0,2040,0,0,0,1,0,0,0,0,0,178.55,1.69,176.21,0,356.45,0.17,4161600,0.049923,7.620705,0.25,64,8.873468,0,0.025244
11310,5.8,10,29,0,1,8,13,0,0,1,1,1,1,0,1950,0,0,0,1,0,0,0,0,0,471.53,122.22,511.63,427.09,1532.47,0.79,3802500,0.135497,7.575585,64,100,9.333443,0.037762,0.052498
10302.4,5.48,24,44,0,0,15,10,1,0,0,1,1,0,0,1880,0,0,0,1,0,0,0,0,0,471.53,122.22,511.63,427.09,1532.47,0.82,3534400,0.148749,7.539027,225,576,9.240132,0.041455,0.057632
10680.7,5.05,10,29,1,0,8,12,0,0,1,1,1,0,0,2115,0,0,0,1,0,0,0,0,0,471.53,122.22,511.63,427.09,1532.47,0.72,4473225,0.14348,7.65681,64,100,9.276194,0.039987,0.055591
9015.99,4.6,36,52,0,1,15,6,1,0,0,1,1,1,0,1960,0,0,0,1,0,0,0,0,0,354.39,94.42,253.13,0,701.94,0.36,3841600,0.077855,7.5807,225,1296,9.106755,0,0.049779
9200,5,42,59,0,1,25,6,0,1,0,0,1,1,0,1840,0,0,0,1,0,0,0,0,0,477.41,0.04,641.75,420.57,1539.77,0.84,3385600,0.167366,7.517521,625,1764,9.126959,0.045714,0.051897
11193.5,4.58,41,56,0,1,25,12,1,0,0,1,1,1,0,2444,0,0,0,1,0,0,0,0,0,477.41,0.04,641.75,420.57,1539.77,0.63,5973136,0.137559,7.801391,625,1681,9.323089,0.037573,0.042654
11280,3.92,42,61,0,1,25,13,1,0,0,1,1,1,0,2880,0,0,0,1,0,0,0,0,0,477.41,0.04,641.75,420.57,1539.77,0.53,8294400,0.136504,7.965546,625,1764,9.330787,0.037285,0.042327
10416,4.96,6,30,2,1,4,16,1,0,0,1,1,0,0,2100,0,0,0,1,0,0,0,0,0,305.76,0,516.76,0,822.52,0.39,4410000,0.078967,7.649693,16,36,9.251099,0,0.029355
13407.7,7.71,26,41,0,0,15,12,0,1,0,1,1,1,0,1739,0,0,0,1,0,0,0,0,0,857.53,203.9,853.38,1055.12,2969.93,1.71,3024121,0.221509,7.461065,225,676,9.503585,0.078695,0.079166
14964,6.96,19,35,1,1,2,12,0,0,0,1,1,1,0,2150,0,0,0,1,0,0,0,0,0,857.53,203.9,853.38,1055.12,2969.93,1.38,4622500,0.198472,7.673223,4,361,9.613402,0.070511,0.070932
13200,5.5,8,24,1,1,0.5,12,0,0,1,1,1,1,0,2400,0,0,0,1,0,0,0,0,0,857.53,203.9,853.38,1055.12,2969.93,1.24,5760000,0.224995,7.783224,0.25,64,9.487972,0.079933,0.080411
16627.2,8.66,24,40,2,1,15,12,0,0,1,1,1,0,0,1920,0,0,0,1,0,0,0,0,0,857.53,203.9,853.38,1055.12,2969.93,1.55,3686400,0.178619,7.560081,225,576,9.718795,0.063458,0.063837
17717.8,7.69,37,53,0,1,15,12,0,0,0,1,1,1,0,2304,0,0,0,1,0,0,0,0,0,857.53,203.9,853.38,1055.12,2969.93,1.29,5308416,0.167624,7.742402,225,1369,9.782325,0.059551,0.059908
23587.5,9.25,22,39,5,1,0.5,12,0,0,0,1,1,1,0,2550,0,0,0,1,0,0,0,0,0,857.53,203.9,853.38,1055.12,2969.93,1.16,6502500,0.125911,7.843849,0.25,484,10.06847,0.044732,0.045
18239.8,8.46,18,33,1,0,4,10,0,0,0,1,0,1,0,2156,0,0,0,1,0,0,0,0,0,857.53,203.9,853.38,1055.12,2969.93,1.38,4648336,0.162827,7.67601,16,324,9.811361,0.057847,0.058193
12000,4.9,42,58,0,1,2,12,0,0,0,1,1,0,1,2450,0,0,0,1,0,0,0,0,0,552.86,137.81,549.39,604.35,1844.41,0.75,6002500,0.153701,7.803843,4,1764,9.392662,0.050362,0.057556
20000,9.07,26,43,0,0,15,13,0,0,0,1,1,1,1,2205,0,0,0,1,0,0,0,0,0,855.69,203.53,822.5,1167.64,3049.36,1.38,4862025,0.152468,7.698483,225,676,9.903487,0.058382,0.052961
22000,9.17,48,54,1,1,15,13,1,0,0,1,1,0,1,2400,0,0,0,1,0,0,0,0,0,855.69,203.53,822.5,1167.64,3049.36,1.27,5760000,0.138607,7.783224,225,2304,9.998797,0.053074,0.048146
8000,4.36,2,42,1,0,0.5,12,0,1,0,0,1,1,0,1836,0,0,0,1,0,0,0,0,0,342.77,58.82,354.3,287.17,1043.06,0.57,3370896,0.130383,7.515345,0.25,4,8.987197,0.035896,0.050199
5000,2.5,9,29,3,1,8,10,0,0,1,0,1,0,0,2000,0,0,0,1,0,0,0,0,0,380.33,0,402.04,211.59,993.96,0.5,4000000,0.198792,7.600903,64,81,8.517193,0.042318,0.076066
7441.87,4.05,15,36,0,1,8,10,0,1,0,0,1,1,0,1837.5,0,0,0,1,0,0,0,0,0,380.33,0,402.04,211.59,993.96,0.54,3376406,0.133563,7.516161,64,225,8.914878,0.028432,0.051107
7000,3.5,8,33,3,1,8,12,0,0,1,0,1,0,0,2000,0,0,0,1,0,0,0,0,0,380.33,0,402.04,211.59,993.96,0.5,4000000,0.141994,7.600903,64,64,8.853665,0.030227,0.054333
8289.2,4.24,11,27,1,0,2,12,0,0,1,1,1,1,0,1955,0,0,0,1,0,0,0,0,0,634.56,5.56,801.78,619.17,2061.07,1.05,3822025,0.248645,7.578146,4,121,9.022709,0.074696,0.077223
10200,5,13,29,1,1,2,12,0,1,0,0,1,1,0,2040,0,0,0,1,0,0,0,0,0,634.56,5.56,801.78,619.17,2061.07,1.01,4161600,0.202066,7.620705,4,169,9.230143,0.060703,0.062757
16000,8.89,30,47,4,1,25,12,0,1,0,1,1,1,0,1800,0,0,0,1,0,0,0,0,0,1023.75,227.03,1054.58,1260.8,3566.16,1.98,3240000,0.222885,7.495542,625,900,9.680344,0.0788,0.078174
15000,8,18,36,7,1,15,10,0,1,0,1,0,1,0,1875,0,0,0,1,0,0,0,0,0,1023.75,227.03,1054.58,1260.8,3566.16,1.9,3515625,0.237744,7.536364,225,324,9.615806,0.084053,0.083385
20000,11.11,27,43,1,0,25,12,0,1,0,1,0,1,0,1800,0,0,0,1,0,0,0,0,0,1023.75,227.03,1054.58,1260.8,3566.16,1.98,3240000,0.178308,7.495542,625,729,9.903487,0.06304,0.062539
15312.5,6.25,39,55,3,1,15,6,0,1,0,1,1,1,0,2450,0,0,0,1,0,0,0,0,0,1023.75,227.03,1054.58,1260.8,3566.16,1.46,6002500,0.232892,7.803843,225,1521,9.636425,0.082338,0.081684
13893.2,7.39,42,60,0,1,25,12,0,0,1,1,1,1,0,1880,0,0,0,1,0,0,0,0,0,1023.75,227.03,1054.58,1260.8,3566.16,1.9,3534400,0.256684,7.539027,625,1764,9.539155,0.090749,0.090028
12880,7,27,53,0,1,25,12,0,1,0,0,1,1,0,1840,0,0,0,1,0,0,0,0,0,947.65,7.48,1323.8,1057.17,3336.1,1.81,3385600,0.259014,7.517521,625,729,9.463431,0.082078,0.074156
14288.4,7.29,15,31,2,1,8,12,0,0,1,1,1,1,0,1960,0,0,0,1,0,0,0,0,0,947.65,7.48,1323.8,1057.17,3336.1,1.7,3841600,0.233483,7.5807,64,225,9.567204,0.073988,0.066847
17140,8.58,20,36,2,1,15,12,0,1,0,1,1,0,1,1997.5,0,0,0,1,0,0,0,0,0,1075.51,252.53,906.55,1426.42,3661.01,1.83,3990006,0.213594,7.599652,225,400,9.74917,0.083222,0.077482
18250.6,10.64,14,32,2,1,8,16,0,0,0,1,1,0,1,1715,0,0,0,1,0,0,0,0,0,1075.51,252.53,906.55,1426.42,3661.01,2.13,2941225,0.200597,7.447168,64,196,9.811954,0.078157,0.072767
27692.3,12.82,36,52,1,1,15,18,0,0,1,1,1,0,1,2160,0,0,0,1,0,0,0,0,0,1075.51,252.53,906.55,1426.42,3661.01,1.69,4665600,0.132203,7.677864,225,1296,10.22891,0.05151,0.047957
16000,8.51,28,44,2,1,25,14,0,0,1,1,1,0,1,1880,0,0,0,1,0,0,0,0,0,1075.51,252.53,906.55,1426.42,3661.01,1.95,3534400,0.228813,7.539027,625,784,9.680344,0.089151,0.083003
18900,8.48,12,28,3,1,2,16,0,1,0,1,1,0,1,2229.5,0,0,0,1,0,0,0,0,0,1075.51,252.53,906.55,1426.42,3661.01,1.64,4970670,0.193704,7.709533,4,144,9.846917,0.075472,0.070267
20000,10.42,17,39,0,0,15,16,0,1,0,1,1,0,1,1920,0,0,0,1,0,0,0,0,0,1075.51,252.53,906.55,1426.42,3661.01,1.91,3686400,0.183051,7.560081,225,289,9.903487,0.071321,0.066402
9019.99,4.1,8,26,0,1,4,13,0,1,0,1,1,0,0,2200,0,0,0,0,1,0,0,0,0,298.74,118.3,654.8,0,1071.84,0.49,4840000,0.118829,7.696213,16,64,9.107199,0,0.046235
10901.2,4.75,12,28,1,1,0.5,13,0,0,1,1,1,0,0,2295,0,0,0,0,1,0,0,0,0,172.91,141.36,148.64,0,462.91,0.2,5267025,0.042464,7.738488,0.25,144,9.296628,0,0.028829
11566.8,5.67,9,28,0,0,0.5,13,0,1,0,1,1,1,0,2040,0,0,0,0,1,0,0,0,0,653.16,0,607.79,437.3,1698.25,0.83,4161600,0.146821,7.620705,0.25,81,9.355894,0.037806,0.056468
16699.2,8.52,20,39,2,1,15,13,0,0,1,1,1,1,0,1960,0,0,0,0,1,0,0,0,0,946.48,316.73,818.39,1555.59,3637.19,1.86,3841600,0.217806,7.5807,225,400,9.723116,0.093154,0.075645
19200,8,9,25,2,1,8,12,0,1,0,1,1,1,0,2400,0,0,0,0,1,0,0,0,0,946.48,316.73,818.39,1555.59,3637.19,1.52,5760000,0.189437,7.783224,64,81,9.862665,0.08102,0.065792
21250,8.5,20,35,3,1,4,10,0,0,1,1,1,1,0,2500,0,0,0,0,1,0,0,0,0,946.48,316.73,818.39,1555.59,3637.19,1.45,6250000,0.171162,7.824046,16,400,9.964112,0.073204,0.059445
18865,7.7,14,30,0,0,4,13,0,0,0,1,1,0,0,2450,0,0,0,0,1,0,0,0,0,946.48,316.73,818.39,1555.59,3637.19,1.48,6002500,0.192801,7.803843,16,196,9.845063,0.082459,0.066961
14373.8,5.42,6,23,2,1,0.5,12,0,0,0,1,1,1,0,2652,0,0,0,0,1,0,0,0,0,946.48,316.73,818.39,1555.59,3637.19,1.37,7033104,0.253043,7.88307,0.25,36,9.573162,0.108224,0.087883
13795.4,7.04,20,36,3,1,15,12,0,0,1,1,1,1,0,1960,0,0,0,0,1,0,0,0,0,946.48,316.73,818.39,1555.59,3637.19,1.86,3841600,0.263652,7.5807,225,400,9.53209,0.112762,0.091567
14000,7,17,27,4,0,4,12,0,0,1,1,1,0,0,2000,0,0,0,0,1,0,0,0,0,731.34,0,1262.88,1503.07,3497.29,1.75,4000000,0.249806,7.600903,16,289,9.546813,0.107362,0.052239
20896.2,8.55,38,54,3,1,25,8,0,1,0,1,1,1,0,2444,0,0,0,0,1,0,0,0,0,731.34,0,1262.88,1503.07,3497.29,1.43,5973136,0.167365,7.801391,625,1444,9.947323,0.07193,0.034999
21374.1,7.62,11,28,2,1,2,12,0,0,1,1,1,0,0,2805,0,0,0,0,1,0,0,0,0,450.86,0,423.11,0,873.97,0.31,7868025,0.040889,7.939159,4,121,9.969935,0,0.021094
10076.8,5.36,26,51,0,1,25,12,0,0,0,0,1,1,1,1880,0,0,0,0,1,0,0,0,0,518.53,226.65,523.07,686.01,1954.26,1.04,3534400,0.193937,7.539027,625,676,9.217991,0.068078,0.07395
10914.7,4.95,37,57,0,1,15,13,0,0,1,1,1,0,1,2205,0,0,0,0,1,0,0,0,0,460.22,175.56,667.29,0,1303.07,0.59,4862025,0.119387,7.698483,225,1369,9.297866,0,0.05825
19384.6,7.77,19,35,2,1,8,13,0,1,0,1,1,0,1,2496,0,0,0,0,1,0,0,0,0,1046.17,302.78,844.68,1416.82,3610.45,1.45,6230016,0.186253,7.822445,64,361,9.872234,0.07309,0.069589
15000,4.62,9,25,0,0,8,18,1,0,0,1,1,0,1,3250,0,0,0,0,1,0,0,0,0,1046.17,302.78,844.68,1416.82,3610.45,1.11,10600000,0.240697,8.086411,64,81,9.615806,0.094455,0.08993
27000,12.5,28,46,2,1,25,12,0,0,1,1,1,0,1,2160,0,0,0,0,1,0,0,0,0,1046.17,302.78,844.68,1416.82,3610.45,1.67,4665600,0.13372,7.677864,625,784,10.20359,0.052475,0.049961
18092.3,9.23,28,47,0,0,8,16,1,0,0,1,1,0,1,1960,0,0,0,0,1,0,0,0,0,1046.17,302.78,844.68,1416.82,3610.45,1.84,3841600,0.199557,7.5807,64,784,9.803242,0.078311,0.074559
17113.8,7.92,18,34,3,1,15,13,0,1,0,0,1,0,1,2160,0,0,0,0,1,0,0,0,0,1046.17,302.78,844.68,1416.82,3610.45,1.67,4665600,0.210967,7.677864,225,324,9.747641,0.082788,0.078822
16356,8.7,40,56,1,1,25,12,1,0,0,1,1,1,1,1880,0,0,0,0,1,0,0,0,0,1046.17,302.78,844.68,1416.82,3610.45,1.92,3534400,0.220742,7.539027,625,1600,9.70235,0.086624,0.082474
16000,8.16,26,41,3,1,15,12,0,1,0,1,1,0,1,1960,0,0,0,0,1,0,0,0,0,614.7,274.22,539.97,0,1428.89,0.73,3841600,0.089306,7.5807,225,676,9.680344,0,0.055558
18125,7.25,10,34,1,1,4,14,0,0,1,1,1,0,1,2500,0,0,0,0,1,0,0,0,0,614.7,274.22,539.97,0,1428.89,0.57,6250000,0.078835,7.824046,16,100,9.805047,0,0.049044
15077.5,9.74,28,45,3,1,25,8,0,1,0,1,1,1,1,1548,0,0,0,0,1,0,0,0,0,754.99,0,723.53,1279.59,2758.11,1.78,2396304,0.182929,7.344719,625,784,9.620959,0.084867,0.050074
15680,8,11,34,3,1,15,12,0,1,0,1,1,1,0,1960,0,0,0,0,1,0,0,0,0,1015.57,463.89,915.32,1416.35,3811.13,1.94,3841600,0.243057,7.5807,225,121,9.660141,0.090328,0.094353
15052.8,7.68,12,31,1,1,15,13,0,0,0,1,1,1,0,1960,0,0,0,0,1,0,0,0,0,1015.57,463.89,915.32,1416.35,3811.13,1.94,3841600,0.253184,7.5807,225,144,9.619319,0.094092,0.098285
15328.7,7.63,12,28,0,0,8,13,0,0,1,1,1,1,0,2009,0,0,0,0,1,0,0,0,0,0,0,2248.86,2880.27,5129.13,2.55,4036081,0.33461,7.605392,64,144,9.637483,0.1879,0
20500,10.13,12,28,2,1,4,13,0,0,1,1,1,0,1,2024,0,0,0,0,1,0,0,0,0,1295.15,436.45,1002.57,2045.84,4780.01,2.36,4096576,0.233171,7.612831,16,144,9.92818,0.099797,0.084468
22800,13.22,44,63,0,1,25,12,1,0,0,1,1,1,1,1725,0,0,0,0,1,0,0,0,0,1295.15,436.45,1002.57,2045.84,4780.01,2.77,2975625,0.209649,7.452982,625,1936,10.03452,0.08973,0.075947
19000,9.69,13,29,3,1,8,13,0,0,1,1,1,0,1,1960,0,0,0,0,1,0,0,0,0,1295.15,436.45,1002.57,2045.84,4780.01,2.44,3841600,0.25158,7.5807,64,169,9.852194,0.107676,0.091137
27000,11.25,27,48,5,1,25,16,1,0,0,1,1,0,1,2400,0,0,0,0,1,0,0,0,0,1295.15,436.45,1002.57,2045.84,4780.01,1.99,5760000,0.177037,7.783224,625,729,10.20359,0.075772,0.064133
17176.4,9.47,16,35,1,0,8,12,0,0,1,1,1,0,1,1813,0,0,0,0,1,0,0,0,0,1295.15,436.45,1002.57,2045.84,4780.01,2.64,3286969,0.278289,7.502738,64,256,9.751291,0.119108,0.100813
15000,8.16,10,28,1,0,8,12,0,0,1,0,1,0,1,1837.5,0,0,0,0,1,0,0,0,0,1295.15,436.45,1002.57,2045.84,4780.01,2.6,3376406,0.318667,7.516161,64,100,9.615806,0.136389,0.11544
3900,3,3,23,1,0,0.5,13,0,0,0,0,1,0,0,1300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1690000,0,7.17012,0.25,9,8.268732,0,0
1794,2.3,7,29,4,1,0.5,12,0,1,0,0,1,0,0,780,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,608400,0,6.659294,0.25,49,7.492203,0,0
3250,2.5,2,18,0,0,0.5,12,0,0,0,0,1,0,0,1300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1690000,0,7.17012,0.25,4,8.086411,0,0
2870.4,2.3,12,70,0,0,8,8,0,1,0,0,1,0,0,1248,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1557504,0,7.129298,64,144,7.962207,0,0
7200,6,42,58,0,1,25,12,1,0,0,1,1,1,0,1200,0,0,0,0,0,1,0,0,0,160.23,49.08,199.22,126.88,535.41,0.45,1440000,0.074362,7.090077,625,1764,8.881836,0.017622,0.029071
4400,2.75,1,17,0,0,4,10,1,0,0,1,1,0,0,1600,0,0,0,0,0,1,0,0,0,0,0,32.33,0,32.33,0.02,2560000,0.007348,7.377759,16,1,8.389359,0,0
4680,3,2,17,0,0,2,10,1,0,0,1,1,0,0,1560,0,0,0,0,0,1,0,0,0,0,0,32.33,0,32.33,0.02,2433600,0.006908,7.352441,4,4,8.451054,0,0
2677.5,2.5,57,80,0,1,8,13,0,1,0,1,1,0,1,1071,0,0,0,0,0,1,0,0,0,114,0,0,0,114,0.11,1147041,0.042577,6.976348,64,3249,7.892639,0,0.042577
2870.4,2.4,5,38,2,1,0.5,12,1,0,0,0,1,0,1,1196,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1430416,0,7.086738,0.25,25,7.962207,0,0
26000,16.93,23,39,1,1,15,16,0,0,0,1,1,0,1,1536,0,0,0,0,0,1,0,0,0,318.78,168.39,407.17,1153.78,2048.12,1.33,2359296,0.078774,7.336937,225,529,10.16585,0.044376,0.018737
5199.99,2.6,15,56,0,0,8,6,0,0,1,0,1,0,0,2000,0,0,0,0,0,1,0,0,0,180.94,51.84,215.74,0,448.52,0.22,4000000,0.086254,7.600903,64,225,8.556412,0,0.044765
5952,2.25,29,47,0,1,25,12,0,0,1,1,1,1,0,2640,0,0,0,0,0,1,0,0,0,195.96,0,324.67,372.97,893.6,0.34,6969600,0.150134,7.878534,625,841,8.691483,0.062663,0.032923
5163.75,2.5,23,46,4,0,15,6,0,0,1,0,1,0,0,2065.5,0,0,0,0,0,1,0,0,0,154.52,0,16.28,0,170.8,0.08,4266290,0.033077,7.633128,225,529,8.549418,0,0.029924
5982.3,2.55,1,18,0,0,2,12,0,1,0,1,0,0,0,2346,0,0,0,0,0,1,0,0,0,154.52,0,16.28,0,170.8,0.07,5503716,0.028551,7.760467,4,1,8.69656,0,0.025829
6250,3.13,42,64,0,0,15,12,0,0,1,0,0,0,0,2000,0,0,0,0,0,1,0,0,0,154.52,0,16.28,0,170.8,0.09,4000000,0.027328,7.600903,225,1764,8.740336,0,0.024723
7799.99,3.9,8,24,0,1,4,13,0,0,1,1,1,1,0,2000,0,0,0,0,0,1,0,0,0,138.81,0.36,232.37,0,371.54,0.19,4000000,0.047633,7.600903,16,64,8.961878,0,0.017842
9660,6,33,51,1,1,4,12,0,1,0,1,1,0,0,1610,0,0,0,0,0,1,0,0,0,348.11,122.81,514.22,421.82,1406.96,0.87,2592100,0.145648,7.383989,16,1089,9.175749,0.043667,0.04875
10250.8,5.23,12,28,0,0,15,16,0,0,0,1,1,1,0,1960,0,0,0,0,0,1,0,0,0,348.11,122.81,514.22,421.82,1406.96,0.72,3841600,0.137254,7.5807,225,144,9.235111,0.04115,0.04594
11538.5,4.62,7,25,2,1,4,12,0,0,0,1,1,0,0,2500,0,0,0,0,0,1,0,0,0,348.11,122.81,514.22,421.82,1406.96,0.56,6250000,0.121936,7.824046,16,49,9.353444,0.036558,0.040813
10200,4.76,12,30,2,1,2,16,0,0,1,1,1,0,0,2142,0,0,0,0,0,1,0,0,0,304.53,125.18,466.49,0,896.2,0.42,4588164,0.087863,7.669495,4,144,9.230143,0,0.042128
10500,3.5,22,32,1,1,4,16,0,0,1,1,0,0,0,3000,0,0,0,0,0,1,0,0,0,304.53,125.18,466.49,0,896.2,0.3,9000000,0.085352,8.006368,16,484,9.25913,0,0.040925
8500,4.25,7,25,0,0,2,12,0,1,0,1,1,0,0,2000,0,0,0,0,0,1,0,0,0,219.18,99.64,273.86,0,592.68,0.3,4000000,0.069727,7.600903,4,49,9.047821,0,0.037508
10000,4.44,38,54,4,1,4,12,0,1,0,1,1,0,0,2250,0,0,0,0,0,1,0,0,0,219.18,99.64,273.86,0,592.68,0.26,5062500,0.059268,7.718686,16,1444,9.21034,0,0.031882
10800,3.6,15,31,2,1,8,10,0,1,0,0,0,1,0,3000,0,0,0,0,0,1,0,0,0,219.18,99.64,273.86,0,592.68,0.2,9000000,0.054878,8.006368,64,225,9.287301,0,0.02952
11000,4,18,34,2,1,4,10,0,0,1,1,0,0,0,2750,0,0,0,0,0,1,0,0,0,352.06,0,531.89,474.23,1358.18,0.49,7562500,0.123471,7.919356,16,324,9.305651,0.043112,0.032005
9100,3.5,35,56,2,1,25,8,1,0,0,1,0,1,0,2600,0,0,0,0,0,1,0,0,0,352.06,0,531.89,474.23,1358.18,0.52,6760000,0.149251,7.863267,625,1225,9.11603,0.052113,0.038688
9896.04,4.41,5,24,1,1,2,12,0,1,0,1,1,0,0,2244,0,0,0,0,0,1,0,0,0,352.06,0,531.89,474.23,1358.18,0.61,5035536,0.137245,7.716015,4,25,9.19989,0.047921,0.035576
9371.25,5.25,7,25,2,1,2,12,0,1,0,1,1,0,0,1785,0,0,0,0,0,1,0,0,0,258.86,0,216.43,417.86,893.15,0.5,3186225,0.095308,7.487174,4,49,9.145402,0.04459,0.027623
11628,5.7,8,25,3,1,0.5,12,0,0,1,1,1,0,0,2040,0,0,0,0,0,1,0,0,0,295.71,0,492.15,0,787.86,0.39,4161600,0.067755,7.620705,0.25,64,9.361172,0,0.025431
10965,5,12,30,1,1,2,12,0,0,0,1,1,0,0,2193,0,0,0,0,0,1,0,0,0,295.71,0,492.15,0,787.86,0.36,4809249,0.071852,7.693026,4,144,9.302464,0,0.026968
9787.49,4.35,31,46,1,0,4,12,0,0,1,1,1,0,0,2250,0,0,0,0,0,1,0,0,0,303.38,0,200.78,0,504.16,0.22,5062500,0.051511,7.718686,16,961,9.18886,0,0.030997
12500,5,8,28,3,1,0.5,13,0,0,1,1,1,0,0,2500,0,0,0,0,0,1,0,0,0,571.73,131.03,713.57,607.17,2023.5,0.81,6250000,0.16188,7.824046,0.25,64,9.433484,0.048574,0.056221
16000,8,23,39,5,1,8,12,1,0,0,1,1,1,0,2000,0,0,0,0,0,1,0,0,0,571.73,131.03,713.57,607.17,2023.5,1.01,4000000,0.126469,7.600903,64,529,9.680344,0.037948,0.043923
13160,5.6,10,26,2,1,0.5,12,0,0,1,1,1,0,0,2350,0,0,0,0,0,1,0,0,0,571.73,131.03,713.57,607.17,2023.5,0.86,5522500,0.153761,7.762171,0.25,100,9.484938,0.046137,0.053401
12350,5.26,11,29,3,1,2,8,1,0,0,1,1,0,0,2350,0,0,0,0,0,1,0,0,0,226,164.45,0,0,390.45,0.17,5522500,0.031615,7.762171,4,121,9.421412,0,0.031615
16468,8.95,39,55,0,1,15,6,0,1,0,1,1,1,0,1840,0,0,0,0,0,1,0,0,0,546.7,0,747.16,964.91,2258.77,1.23,3385600,0.137161,7.517521,225,1521,9.709174,0.058593,0.033198
14625,6.5,5,21,0,0,4,12,0,1,0,0,1,1,0,2250,0,0,0,0,0,1,0,0,0,546.7,0,747.16,964.91,2258.77,1,5062500,0.154446,7.718686,16,25,9.590487,0.065977,0.037381
5390,2.75,7,21,0,0,2,12,0,0,1,0,1,0,1,1960,0,0,0,0,0,1,0,0,0,268.55,69.75,318.79,419.68,1076.77,0.55,3841600,0.199772,7.5807,4,49,8.5923,0.077863,0.062764
7344,4.14,12,28,2,1,4,13,0,1,0,1,1,0,1,1776,0,0,0,0,0,1,0,0,0,270.85,0,395.27,314.45,980.57,0.55,3154176,0.13352,7.482119,16,144,8.901639,0.042817,0.03688
6000,3,6,26,1,1,4,12,0,1,0,0,1,0,1,2000,0,0,0,0,0,1,0,0,0,270.85,0,395.27,314.45,980.57,0.49,4000000,0.163428,7.600903,16,36,8.699514,0.052408,0.045142
5610,2.75,9,26,1,1,0.5,10,0,0,1,1,1,0,1,2040,0,0,0,0,0,1,0,0,0,190.46,0,311.83,0,502.29,0.25,4161600,0.089535,7.620705,0.25,81,8.632306,0,0.03395
5399.99,2.7,5,23,1,1,8,12,0,0,1,0,1,0,1,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4000000,0,7.600903,64,25,8.594152,0,0
6885,3.75,12,35,4,0,0.5,13,0,1,0,0,1,0,1,1836,0,0,0,0,0,1,0,0,0,0,0,204.43,0,204.43,0.11,3370896,0.029692,7.515345,0.25,144,8.8371,0,0
10368,5.4,32,57,1,1,15,12,0,1,0,0,1,0,1,1920,0,0,0,0,0,1,0,0,0,385.47,131.89,403.1,595.53,1515.99,0.79,3686400,0.146218,7.560081,225,1024,9.246479,0.057439,0.0499
9611.53,5.6,10,28,2,1,0.5,14,0,0,1,1,1,0,1,1715,0,0,0,0,0,1,0,0,0,445.44,113.17,67.3,0,625.91,0.36,2941225,0.065121,7.447168,0.25,100,9.170719,0,0.058119
10000,4,37,53,3,1,4,13,0,1,0,1,1,0,1,2500,0,0,0,0,0,1,0,0,0,403.17,121.44,490.63,8.73,1023.97,0.41,6250000,0.102397,7.824046,16,1369,9.21034,0.000873,0.052461
9120,3.96,42,58,0,1,8,12,0,0,1,1,1,0,1,2304,0,0,0,0,0,1,0,0,0,403.17,121.44,490.63,8.73,1023.97,0.44,5308416,0.112277,7.742402,64,1764,9.118225,0.000957,0.057523
10500,3,4,24,0,0,0.5,16,1,0,0,1,1,0,1,3500,0,0,0,0,0,1,0,0,0,403.17,121.44,490.63,8.73,1023.97,0.29,12300000,0.097521,8.160519,0.25,16,9.25913,0.000831,0.049963
8277.49,3.85,7,25,0,0,2,16,0,1,0,0,1,0,1,2150,0,0,0,0,0,1,0,0,0,357.87,0,23.78,0,381.65,0.18,4622500,0.046107,7.673223,4,49,9.021296,0,0.043234
8169.99,3.8,8,24,0,1,0.5,12,0,1,0,0,1,0,1,2150,0,0,0,0,0,1,0,0,0,319.43,0,376.47,0,695.9,0.32,4622500,0.085178,7.673223,0.25,64,9.008223,0,0.039098
9690,4.75,5,37,3,1,2,12,0,0,0,0,1,0,1,2040,0,0,0,0,0,1,0,0,0,349.96,0,339.86,7.28,697.1,0.34,4161600,0.07194,7.620705,4,25,9.17885,0.000751,0.036116
11250,3.75,4,20,0,0,0.5,12,0,1,0,1,1,0,1,3000,0,0,0,0,0,1,0,0,0,349.96,0,339.86,7.28,697.1,0.23,9000000,0.061964,8.006368,0.25,16,9.328123,0.000647,0.031108
